Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,,Close,
2019-12-20 00:00:00-05:00,47.77046056,47.88795911,47.59421753,47.62778854,1199700,0,0,,,
2019-12-23 00:00:00-05:00,48.13133997,48.15651983,47.67814407,47.71171188,968700,0,0,,,
2019-12-24 00:00:00-05:00,47.60260677,47.75367312,47.57742691,47.57742691,373600,0,0,,,
2019-12-26 00:00:00-05:00,47.82922242,47.82922242,47.56065743,47.66976166,402200,0,0,,,
2019-12-27 00:00:00-05:00,48.55936605,48.55936605,48.33276648,48.41669083,705500,0,0,,,
2019-12-30 00:00:00-05:00,48.66007281,48.66007281,47.92152648,48.08937836,704100,0,0,,,
2019-12-31 00:00:00-05:00,48.08098725,48.12294942,47.70332133,47.9802742,647100,0,0,,,
2020-01-02 00:00:00-05:00,47.94671171,48.10616925,47.73689764,47.85439301,738000,0,0,,,
2020-01-03 00:00:00-05:00,47.50189947,48.00545511,47.49350832,47.7872467,623200,0,0,,,
2020-01-06 00:00:00-05:00,47.61100116,47.91313389,47.61100116,47.83760071,655800,0,0,,,
2020-01-07 00:00:00-05:00,47.19137724,47.34244361,46.99834869,47.06549072,1262700,0,0,,,
2020-01-08 00:00:00-05:00,46.50317908,46.96476928,46.50317908,46.86405945,1383100,0,0,,,
2020-01-09 00:00:00-05:00,46.95638848,47.1745937,46.88085529,47.16620255,828600,0,0,,,
2020-01-10 00:00:00-05:00,47.07387456,47.44314609,47.05708905,47.19976425,1342100,0,0,,,
2020-01-13 00:00:00-05:00,47.19976737,47.49350575,47.11583984,47.41797256,1091200,0,0,,,
2020-01-14 00:00:00-05:00,47.29207375,47.40957227,47.14940176,47.27529144,1008500,0,0,,,
2020-01-15 00:00:00-05:00,47.69494153,47.74529486,47.57744294,47.66976166,646800,0,0,,,
2020-01-16 00:00:00-05:00,47.55225778,47.84599618,47.4935101,47.79564285,897100,0,0,,,
2020-01-17 00:00:00-05:00,48.16492131,48.21527785,47.95510723,48.12295914,851400,0,0,,,
2020-01-21 00:00:00-05:00,48.36634338,48.55937195,48.18170596,48.55937195,993000,0,0,,,
2020-01-22 00:00:00-05:00,48.39151714,48.60133121,48.34955496,48.43347931,1651600,0,0,,,
2020-01-23 00:00:00-05:00,48.18170306,48.51740686,48.01385117,48.43347931,2065000,0,0,,,
2020-01-24 00:00:00-05:00,48.82792881,49.71754158,48.80275214,49.70075607,2387600,0,0,,,
2020-01-27 00:00:00-05:00,48.50061374,49.138447,48.46704272,48.96220398,3592800,0,0,,,
2020-01-28 00:00:00-05:00,49.28951921,49.56647531,49.19720051,49.48254776,1846500,0,0,,,
2020-01-29 00:00:00-05:00,48.47543648,48.85310241,48.34954997,48.42508316,1318300,0,0,,,
2020-01-30 00:00:00-05:00,49.64200398,50.26305176,49.54968529,50.22948074,1138100,0,0,,,
2020-01-31 00:00:00-05:00,50.30501791,50.49804646,50.01967066,50.16234589,952100,0,0,,,
2020-02-03 00:00:00-05:00,50.33019559,50.49804427,50.07841616,50.23787689,1148500,0,0,,,
2020-02-04 00:00:00-05:00,50.3385856,50.45608095,50.07002388,50.1203804,727900,0,0,,,
2020-02-05 00:00:00-05:00,50.40572685,50.68267972,50.29662265,50.55679321,774900,0,0,,,
2020-02-06 00:00:00-05:00,51.15266537,51.16945087,50.96802798,51.16105652,701000,0,0,,,
2020-02-07 00:00:00-05:00,50.95963623,51.00998955,50.79178436,50.8924942,506700,0,0,,,
2020-02-10 00:00:00-05:00,50.78339677,50.9092865,50.72464909,50.9092865,397100,0,0,,,
2020-02-11 00:00:00-05:00,50.99320564,51.16945187,50.96802898,51.07713318,767800,0,0,,,
2020-02-12 00:00:00-05:00,50.825358,50.99320669,50.65750612,50.88410568,994900,0,0,,,
2020-02-13 00:00:00-05:00,50.46447417,50.88410225,50.422512,50.80017471,817900,0,0,,,
2020-02-14 00:00:00-05:00,50.64911365,50.74143235,50.53161829,50.67429352,944100,0,0,,,
2020-02-18 00:00:00-05:00,50.79178833,50.9260692,50.74982615,50.82535934,629300,0,0,,,
2020-02-19 00:00:00-05:00,50.4309109,50.60715395,50.31341553,50.31341553,766500,0,0,,,
2020-02-20 00:00:00-05:00,50.23898971,50.44194278,50.12060176,50.42502975,585000,0.452,0,,,
2020-02-21 00:00:00-05:00,50.39121001,50.65335708,50.39121001,50.48423004,516600,0,0,,,
2020-02-24 00:00:00-05:00,48.60692583,49.25806284,48.59847093,48.86061478,807400,0,0,,,
2020-02-25 00:00:00-05:00,48.64075323,48.78450913,47.93042222,48.01498413,883700,0,0,,,
2020-02-26 00:00:00-05:00,47.83739612,48.15873714,47.43149319,47.44840622,1239000,0,0,,,
2020-02-27 00:00:00-05:00,47.42304729,47.5160641,46.27298717,46.2983551,1934400,0,0,,,
2020-02-28 00:00:00-05:00,45.5457369,45.6302988,44.53097792,45.60493088,2772600,0,0,,,
2020-03-02 00:00:00-05:00,46.23915377,47.22008667,46.00237787,47.21163177,3151900,0,0,,,
2020-03-03 00:00:00-05:00,47.49068558,48.25175555,46.82263563,47.30464554,2262700,0,0,,,
2020-03-04 00:00:00-05:00,48.29403574,49.36798859,47.84585189,49.36798859,1461700,0,0,,,
2020-03-05 00:00:00-05:00,48.843697,49.26651294,48.51390107,48.86906815,1358700,0,0,,,
2020-03-06 00:00:00-05:00,48.17564608,48.44624801,47.73591715,48.36168289,1611500,0,0,,,
2020-03-09 00:00:00-04:00,46.38290044,47.27927127,44.56479411,45.6218338,2093100,0,0,,,
2020-03-10 00:00:00-04:00,45.92627443,46.65351523,44.75084325,46.52667236,1974000,0,0,,,
2020-03-11 00:00:00-04:00,45.3427827,45.47808367,43.93057894,44.37030792,2028800,0,0,,,
2020-03-12 00:00:00-04:00,41.31756831,42.93272484,39.74469272,41.14844131,1863300,0,0,,,
2020-03-13 00:00:00-04:00,42.6621362,42.6621362,40.1083271,42.25623322,1863700,0,0,,,
2020-03-16 00:00:00-04:00,37.85047792,39.33033357,37.579876,38.13799286,4273100,0,0,,,
2020-03-17 00:00:00-04:00,39.27115461,42.89891719,38.98363956,42.60294724,3696900,0,0,,,
2020-03-18 00:00:00-04:00,40.72563192,43.28789553,40.26898992,41.33448792,3161600,0,0,,,
2020-03-19 00:00:00-04:00,41.3175772,44.31956995,40.89476123,42.83971405,3330900,0,0,,,
2020-03-20 00:00:00-04:00,41.6219984,42.13783432,39.82925665,39.88845062,2802100,0,0,,,
2020-03-23 00:00:00-04:00,39.40644456,40.00684565,37.25854202,37.73209381,2517600,0,0,,,
2020-03-24 00:00:00-04:00,39.14430099,40.2351669,38.56081292,40.1675148,2754200,0,0,,,
2020-03-25 00:00:00-04:00,39.77006436,41.13153214,39.16121163,40.26053238,3605200,0,0,,,
2020-03-26 00:00:00-04:00,40.70872615,42.31542832,40.67490009,42.14630127,3534700,0,0,,,
2020-03-27 00:00:00-04:00,40.82710918,42.45072419,40.46348719,41.6473732,1476600,0,0,,,
2020-03-30 00:00:00-04:00,41.85032902,42.94964997,41.76576388,42.77206802,1889500,0,0,,,
2020-03-31 00:00:00-04:00,42.93273406,43.40628911,42.41689806,42.76360703,1713400,0,0,,,
2020-04-01 00:00:00-04:00,41.74884563,42.52682864,41.54589578,41.58817673,1272000,0,0,,,
2020-04-02 00:00:00-04:00,42.15474486,43.0849418,41.96024993,42.93272781,1558200,0,0,,,
2020-04-03 00:00:00-04:00,42.21394365,42.56911073,41.75730486,42.11246872,1326000,0,0,,,
2020-04-06 00:00:00-04:00,43.18643037,43.58387848,43.00884841,43.3470993,1945500,0,0,,,
2020-04-07 00:00:00-04:00,44.11662056,44.11662056,42.71287155,42.71287155,1877000,0,0,,,
2020-04-08 00:00:00-04:00,43.3386444,43.61770454,42.82280831,43.3470993,1429500,0,0,,,
2020-04-09 00:00:00-04:00,44.04051045,44.06587838,43.38937351,43.74453735,1232900,0,0,,,
2020-04-13 00:00:00-04:00,43.55004144,43.82910151,43.11877061,43.67688751,774500,0,0,,,
2020-04-14 00:00:00-04:00,44.8100318,45.29204168,44.53942665,45.0637207,1676500,0,0,,,
2020-04-15 00:00:00-04:00,43.87139339,44.38722948,43.73609239,43.98132324,1262900,0,0,,,
2020-04-16 00:00:00-04:00,43.81219565,44.37876755,43.63461048,44.2096405,2139000,0,0,,,
2020-04-17 00:00:00-04:00,44.48023367,44.86922677,43.71070882,44.72546768,1905800,0,0,,,
2020-04-20 00:00:00-04:00,44.84386208,45.96009602,44.65782524,45.31741714,2591400,0,0,,,
2020-04-21 00:00:00-04:00,44.44641954,44.90305838,44.03205844,44.61554337,2880300,0,0,,,
2020-04-22 00:00:00-04:00,44.96224473,45.02144193,44.48869295,44.76774979,1526300,0,0,,,
2020-04-23 00:00:00-04:00,44.00668685,44.50560982,43.5331318,43.57541275,1384000,0,0,,,
2020-04-24 00:00:00-04:00,43.34708968,43.79527678,43.14413983,43.61769485,1090500,0,0,,,
2020-04-27 00:00:00-04:00,43.86292639,43.92212036,43.38937458,43.55849838,804500,0,0,,,
2020-04-28 00:00:00-04:00,43.56695696,43.57541186,43.05957587,43.10186005,1406300,0,0,,,
2020-04-29 00:00:00-04:00,43.82910782,43.8967567,43.49085373,43.65998077,1323500,0,0,,,
2020-04-30 00:00:00-04:00,44.58171555,44.58171555,43.68534456,43.86292648,1235500,0,0,,,
2020-05-01 00:00:00-04:00,43.89675398,44.04051309,43.43165706,43.55004501,1130800,0,0,,,
2020-05-04 00:00:00-04:00,42.89889651,43.15258538,42.54373274,43.09339142,1173700,0,0,,,
2020-05-05 00:00:00-04:00,42.78897763,43.09340567,42.65367664,42.79743576,1609700,0,0,,,
2020-05-06 00:00:00-04:00,42.87354125,42.89890918,42.07019024,42.09555817,1087100,0,0,,,
2020-05-07 00:00:00-04:00,42.87354256,43.05957941,42.41690051,42.74669647,1218800,0,0,,,
2020-05-08 00:00:00-04:00,43.5246785,43.96440751,43.1695114,43.87138748,2432100,0,0,,,
2020-05-11 00:00:00-04:00,43.6092416,44.34494053,43.49085364,44.14199066,1627300,0,0,,,
2020-05-12 00:00:00-04:00,44.36185235,44.53943429,43.87138748,43.87138748,1021200,0,0,,,
2020-05-13 00:00:00-04:00,44.11661539,44.31111357,43.56695658,43.78681946,1065000,0,0,,,
2020-05-14 00:00:00-04:00,43.35607225,43.58636919,43.00635461,43.49254608,1302100,0.445,0,,,
2020-05-15 00:00:00-04:00,43.2451931,43.68020248,43.21107383,43.68020248,1532800,0,0,,,
2020-05-18 00:00:00-04:00,44.17491433,44.89993091,44.0384405,44.73786926,1327700,0,0,,,
2020-05-19 00:00:00-04:00,43.91903667,44.01285981,43.2110763,43.21960449,1624500,0,0,,,
2020-05-20 00:00:00-04:00,43.77402488,44.1152111,43.68019851,43.86785126,1124800,0,0,,,
2020-05-21 00:00:00-04:00,43.83373358,43.91050032,43.32195748,43.36460495,1287600,0,0,,,
2020-05-22 00:00:00-04:00,42.95518289,43.39872368,42.84429688,43.30489731,991300,0,0,,,
2020-05-26 00:00:00-04:00,43.92756332,43.95315115,43.50108213,43.56932068,1110400,0,0,,,
2020-05-27 00:00:00-04:00,43.31343019,44.60140525,43.29637055,44.55875778,1685100,0,0,,,
2020-05-28 00:00:00-04:00,45.43730286,46.03437713,45.41171504,45.72731018,2425100,0,0,,,
2020-05-29 00:00:00-04:00,46.47791319,46.51202921,45.69318625,46.10260773,1530600,0,0,,,
2020-06-01 00:00:00-04:00,46.25615005,46.52056956,46.08555692,46.3926239,824400,0,0,,,
2020-06-02 00:00:00-04:00,46.54615278,46.74233372,46.31585257,46.61439133,859700,0,0,,,
2020-06-03 00:00:00-04:00,47.07499886,47.85119459,46.9982321,47.5014801,991500,0,0,,,
2020-06-04 00:00:00-04:00,47.62088402,47.93647914,47.41617164,47.52705765,923600,0,0,,,
2020-06-05 00:00:00-04:00,48.12413565,48.40561479,47.83413156,47.97913361,932900,0,0,,,
2020-06-08 00:00:00-04:00,47.82559468,48.21795654,47.77441577,48.21795654,825900,0,0,,,
2020-06-09 00:00:00-04:00,47.27117202,47.67206537,47.237056,47.42470551,760000,0,0,,,
2020-06-10 00:00:00-04:00,48.14971518,48.35442428,47.8682361,48.07294846,1061000,0,0,,,
2020-06-11 00:00:00-04:00,47.15176144,47.5014759,46.38409721,46.66557312,4120200,0,0,,,
2020-06-12 00:00:00-04:00,46.73380723,46.97263565,46.19644005,46.69968796,4006100,0,0,,,
2020-06-15 00:00:00-04:00,46.11114204,47.04939925,45.94907712,46.92998505,1420900,0,0,,,
2020-06-16 00:00:00-04:00,47.80853986,48.20943321,47.47588506,48.01325226,1441400,0,0,,,
2020-06-17 00:00:00-04:00,48.49091002,49.20739855,48.44826255,48.64444351,2247400,0,0,,,
2020-06-18 00:00:00-04:00,48.72120981,48.81503619,48.26914079,48.49090958,1512300,0,0,,,
2020-06-19 00:00:00-04:00,49.59976494,49.6509406,48.82356929,48.93445206,986800,0,0,,,
2020-06-22 00:00:00-04:00,49.38651823,49.42063425,48.71267723,48.78944397,825000,0,0,,,
2020-06-23 00:00:00-04:00,48.86620454,49.36092092,48.78090637,48.797966,1026800,0,0,,,
2020-06-24 00:00:00-04:00,48.79796981,48.83208908,48.02177429,48.02177429,1430600,0,0,,,
2020-06-25 00:00:00-04:00,48.02178174,48.24355379,47.67206729,48.20943451,1021100,0,0,,,
2020-06-26 00:00:00-04:00,48.68709403,48.68709403,47.84265984,47.88530731,884300,0,0,,,
2020-06-29 00:00:00-04:00,47.20293754,47.39059031,46.93851804,47.14323044,803200,0,0,,,
2020-06-30 00:00:00-04:00,46.3926206,46.89586851,46.38409241,46.81057358,991800,0,0,,,
2020-07-01 00:00:00-04:00,46.65703822,47.16028611,46.61439076,46.97263336,666000,0,0,,,
2020-07-02 00:00:00-04:00,47.37352658,47.84265519,47.37352658,47.48440933,653800,0,0,,,
2020-07-06 00:00:00-04:00,47.33088189,47.47588393,46.84469036,46.94704819,780500,0,0,,,
2020-07-07 00:00:00-04:00,46.45232353,46.80203792,46.36702861,46.56320953,664000,0,0,,,
2020-07-08 00:00:00-04:00,46.23908297,46.56320953,46.11966877,46.56320953,720300,0,0,,,
2020-07-09 00:00:00-04:00,46.60586205,46.71674807,45.68466441,45.81260681,2065500,0,0,,,
2020-07-10 00:00:00-04:00,46.05143666,46.31585289,45.94055064,46.23908615,1085500,0,0,,,
2020-07-13 00:00:00-04:00,46.60585924,47.09204749,46.3499712,46.70821381,1864800,0,0,,,
2020-07-14 00:00:00-04:00,46.55468691,46.98116809,46.55468691,46.91292953,802500,0,0,,,
2020-07-15 00:00:00-04:00,47.46735619,47.63794606,47.0579314,47.10058212,691700,0,0,,,
2020-07-16 00:00:00-04:00,46.9726374,47.16881836,46.88734247,47.04940414,635100,0,0,,,
2020-07-17 00:00:00-04:00,47.39911612,47.6123567,47.22852301,47.51000214,554200,0,0,,,
2020-07-20 00:00:00-04:00,47.58677126,47.74030475,47.05793225,47.14323044,1190600,0,0,,,
2020-07-21 00:00:00-04:00,47.74883715,48.03884451,47.37353484,47.39059448,851600,0,0,,,
2020-07-22 00:00:00-04:00,47.6464709,47.72323763,47.16881088,47.63793945,886700,0,0,,,
2020-07-23 00:00:00-04:00,51.60421572,51.99657757,50.84507984,50.89625549,1733200,0,0,,,
2020-07-24 00:00:00-04:00,51.95394463,52.06483067,51.20333674,51.30569458,899600,0,0,,,
2020-07-27 00:00:00-04:00,52.38041447,52.38041447,51.85157876,52.06481934,781200,0,0,,,
2020-07-28 00:00:00-04:00,51.48480662,52.593657,51.48480662,52.22688293,806900,0,0,,,
2020-07-29 00:00:00-04:00,53.42956102,53.42956102,52.88366564,53.10543442,794900,0,0,,,
2020-07-30 00:00:00-04:00,52.00511198,52.47424059,51.51039229,52.40600204,755700,0,0,,,
2020-07-31 00:00:00-04:00,52.07335029,52.1927645,51.10950194,51.58716202,1023600,0,0,,,
2020-08-03 00:00:00-04:00,52.64483944,52.81542931,52.06482476,52.24394608,794300,0,0,,,
2020-08-04 00:00:00-04:00,51.84305464,52.67042923,51.7662879,52.67042923,773100,0,0,,,
2020-08-05 00:00:00-04:00,52.95190587,53.09690792,52.15011916,52.18423843,698400,0,0,,,
2020-08-06 00:00:00-04:00,51.83095965,52.13180467,51.81376822,51.93410492,930100,0.469,0,,,
2020-08-07 00:00:00-04:00,51.36679753,51.47854014,51.07454988,51.30662918,726300,0,0,,,
2020-08-10 00:00:00-04:00,51.5215244,51.5215244,51.07455715,51.20349121,870300,0,0,,,
2020-08-11 00:00:00-04:00,51.26364791,51.2894334,50.44707337,50.52443314,647900,0,0,,,
2020-08-12 00:00:00-04:00,51.401187,52.0028738,51.33242457,51.72781754,791200,0,0,,,
2020-08-13 00:00:00-04:00,51.78798667,51.95130031,51.40978513,51.49573898,786400,0,0,,,
2020-08-14 00:00:00-04:00,51.25506419,51.47854617,50.97141058,51.09174728,1242100,0,0,,,
2020-08-17 00:00:00-04:00,51.19489408,51.55590418,51.19489408,51.3582077,740300,0,0,,,
2020-08-18 00:00:00-04:00,51.71062863,51.72782006,51.36680665,51.61607742,763900,0,0,,,
2020-08-19 00:00:00-04:00,52.09742754,52.09742754,51.53012357,51.61607742,776400,0,0,,,
2020-08-20 00:00:00-04:00,51.30662833,51.68483309,51.21208042,51.63325882,655800,0,0,,,
2020-08-21 00:00:00-04:00,50.58461254,51.29804198,50.55023297,51.1948967,469200,0,0,,,
2020-08-24 00:00:00-04:00,52.08881888,52.11460765,51.62466357,51.81376266,516800,0,0,,,
2020-08-25 00:00:00-04:00,52.03725665,52.06304215,51.48714413,51.72781754,507000,0,0,,,
2020-08-26 00:00:00-04:00,51.58168858,51.93410459,51.52152023,51.83095932,523800,0,0,,,
2020-08-27 00:00:00-04:00,52.57876771,52.64753341,51.89972447,51.91691589,644700,0,0,,,
2020-08-28 00:00:00-04:00,51.64186945,51.72782331,51.12613645,51.70203781,660900,0,0,,,
2020-08-31 00:00:00-04:00,51.42697362,51.66764702,51.1261286,51.21208572,640600,0,0,,,
2020-09-01 00:00:00-04:00,51.10034299,51.33242232,50.77371247,51.26365662,801600,0,0,,,
2020-09-02 00:00:00-04:00,51.85675543,52.44124757,51.84815808,52.36388779,596800,0,0,,,
2020-09-03 00:00:00-04:00,52.4756309,52.61315904,51.16051784,51.3925972,827900,0,0,,,
2020-09-04 00:00:00-04:00,51.22927191,51.40978023,50.24938365,50.8510704,958600,0,0,,,
2020-09-08 00:00:00-04:00,51.23786916,51.62466802,50.8768558,51.28944016,1260900,0,0,,,
2020-09-09 00:00:00-04:00,52.82803565,53.62741883,52.81084423,53.38674545,1032900,0,0,,,
2020-09-10 00:00:00-04:00,53.3265806,53.38674895,52.50141188,52.51000595,1006200,0,0,,,
2020-09-11 00:00:00-04:00,53.33517369,53.69618705,52.98275768,53.27500534,2066400,0,0,,,
2020-09-14 00:00:00-04:00,53.73916419,53.75635562,53.07730909,53.08590317,687400,0,0,,,
2020-09-15 00:00:00-04:00,53.95405087,54.10017306,53.63601772,53.69618607,978600,0,0,,,
2020-09-16 00:00:00-04:00,53.88529121,53.97984242,53.40394439,53.48130417,730300,0,0,,,
2020-09-17 00:00:00-04:00,53.38674698,53.83371418,53.24062152,53.69618607,986100,0,0,,,
2020-09-18 00:00:00-04:00,52.75927549,52.99994887,52.03725205,52.34669113,1644900,0,0,,,
2020-09-21 00:00:00-04:00,51.53871165,51.55590308,50.98859917,51.48714066,1216700,0,0,,,
2020-09-22 00:00:00-04:00,51.78797741,52.32949576,51.75359456,52.01145935,928600,0,0,,,
2020-09-23 00:00:00-04:00,52.8108426,52.83663138,51.94269703,51.95988846,908600,0,0,,,
2020-09-24 00:00:00-04:00,52.16618074,52.24354051,51.55589994,52.0802269,744500,0,0,,,
2020-09-25 00:00:00-04:00,51.84814782,52.27792358,51.71061971,52.27792358,639800,0,0,,,
2020-09-28 00:00:00-04:00,53.19764393,53.50708301,52.99994747,53.06011581,866000,0,0,,,
2020-09-29 00:00:00-04:00,53.09451085,53.32659021,52.9311972,53.21484756,907500,0,0,,,
2020-09-30 00:00:00-04:00,53.30938709,53.44691521,52.78506012,53.01713943,647100,0,0,,,
2020-10-01 00:00:00-04:00,53.18045752,53.54147091,52.79365864,53.22343445,1062200,0,0,,,
2020-10-02 00:00:00-04:00,53.38674624,54.07438681,53.30938647,53.88528442,1002800,0,0,,,
2020-10-05 00:00:00-04:00,54.0142163,54.16893583,53.87668819,54.10017014,580200,0,0,,,
2020-10-06 00:00:00-04:00,53.73916231,53.77354516,52.90539628,53.06011581,686600,0,0,,,
2020-10-07 00:00:00-04:00,53.08589958,53.41253007,53.06011409,53.32657623,422300,0,0,,,
2020-10-08 00:00:00-04:00,53.36096746,53.6446178,53.30939318,53.48130417,662400,0,0,,,
2020-10-09 00:00:00-04:00,53.88529061,54.42680905,53.80793083,54.25489807,1342900,0,0,,,
2020-10-12 00:00:00-04:00,54.18613379,54.58152674,54.16034502,54.22911072,1137800,0,0,,,
2020-10-13 00:00:00-04:00,54.08298036,54.49556797,54.08298036,54.31505966,1667600,0,0,,,
2020-10-14 00:00:00-04:00,54.49556581,54.9167442,54.32365485,54.52994537,831300,0,0,,,
2020-10-15 00:00:00-04:00,53.56724788,53.80792125,53.46410262,53.55005646,939200,0,0,,,
2020-10-16 00:00:00-04:00,53.98843384,54.08298176,53.79073738,53.94545364,821000,0,0,,,
2020-10-19 00:00:00-04:00,53.97984046,54.09158309,53.085906,53.12028885,1633400,0,0,,,
2020-10-20 00:00:00-04:00,53.99702681,54.03140966,53.62741939,53.68758774,1022200,0,0,,,
2020-10-21 00:00:00-04:00,53.12029345,53.61023764,52.93119431,52.93119431,1144500,0,0,,,
2020-10-22 00:00:00-04:00,53.27501203,53.33518039,52.90540455,52.92259598,1075100,0,0,,,
2020-10-23 00:00:00-04:00,53.12029854,53.28361547,52.527209,52.70771408,938800,0,0,,,
2020-10-26 00:00:00-04:00,52.14039504,52.2435403,51.85674474,52.22634888,1541500,0,0,,,
2020-10-27 00:00:00-04:00,52.02866454,52.91400504,51.99428496,52.42406082,1284600,0,0,,,
2020-10-28 00:00:00-04:00,50.79090536,51.13472732,50.0602878,50.16343307,1868900,0,0,,,
2020-10-29 00:00:00-04:00,49.87306484,50.31510827,49.49169066,50.01174545,1428300,0.485,0,,,
2020-10-30 00:00:00-04:00,49.37902796,49.56971179,48.88497793,49.2576828,1493300,0,0,,,
2020-11-02 00:00:00-05:00,50.02042016,50.25444436,49.73439279,50.10709763,1390300,0,0,,,
2020-11-03 00:00:00-05:00,50.99118702,51.58924665,50.7918305,51.10386276,1687700,0,0,,,
2020-11-04 00:00:00-05:00,51.63257974,52.62067961,51.5025652,52.16130066,1701900,0,0,,,
2020-11-05 00:00:00-05:00,53.56544254,53.57411194,52.62067974,52.75069427,987000,0,0,,,
2020-11-06 00:00:00-05:00,53.2794296,53.60012801,53.11474404,53.24475861,1160100,0,0,,,
2020-11-09 00:00:00-05:00,54.79623544,54.81357093,53.05405657,53.07139206,1472400,0,0,,,
2020-11-10 00:00:00-05:00,53.47876507,53.87747143,53.31407956,53.66944885,1134800,0,0,,,
2020-11-11 00:00:00-05:00,54.32818211,54.9955836,54.29351113,54.56220627,1072900,0,0,,,
2020-11-12 00:00:00-05:00,54.59688441,54.64888758,54.13750213,54.35419083,896300,0,0,,,
2020-11-13 00:00:00-05:00,54.12016134,54.42352747,54.10282585,54.371521,752900,0,0,,,
2020-11-16 00:00:00-05:00,53.78213847,53.92948851,52.83737554,52.86338043,1074600,0,0,,,
2020-11-17 00:00:00-05:00,52.57734596,52.68135561,52.23064272,52.24797821,1526600,0,0,,,
2020-11-18 00:00:00-05:00,52.19597599,52.4126647,51.53724048,51.54590988,1111200,0,0,,,
2020-11-19 00:00:00-05:00,51.33788511,51.39855768,50.96518029,51.29454803,1625400,0,0,,,
2020-11-20 00:00:00-05:00,51.45055198,51.46788747,51.07784725,51.34654236,1535600,0,0,,,
2020-11-23 00:00:00-05:00,50.86117685,50.88717844,50.1851091,50.48847198,1649600,0,0,,,
2020-11-24 00:00:00-05:00,50.4711323,50.53180487,50.00308391,50.36712265,1605000,0,0,,,
2020-11-25 00:00:00-05:00,52.34331962,53.21007439,52.1873035,53.11473083,4405000,0,0,,,
2020-11-27 00:00:00-05:00,53.02805019,53.19273238,52.10928906,52.44732285,4431800,0,0,,,
2020-11-30 00:00:00-05:00,52.77670315,53.39209831,52.56868383,52.92405319,2462500,0,0,,,
2020-12-01 00:00:00-05:00,52.32598646,52.52533967,51.39855909,51.80593491,2320500,0,0,,,
