Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,,,
2019-10-30 00:00:00+01:00,240.1577991,244.1174731,237.1190037,242.2757721,1172925,0,0,,Close,
2019-10-31 00:00:00+01:00,243.0124508,245.4987585,240.9865965,241.0786591,758477,0,0,,,
2019-11-01 00:00:00+01:00,241.447007,243.1045266,238.8686087,239.7894592,301658,0,0,,Mean,341.3094457
2019-11-04 00:00:00+01:00,239.7894554,241.4470031,238.2240264,239.881546,432258,0,0,,Standard Error,1.794649821
2019-11-05 00:00:00+01:00,239.9736571,242.3678741,238.9607159,242.3678741,461773,0,0,,Median,347.1460876
2019-11-06 00:00:00+01:00,242.0915989,244.0253906,240.5261698,244.0253906,422709,0,0,,Mode,267.8518372
2019-11-07 00:00:00+01:00,244.025381,244.4858062,240.6182229,242.9203491,467664,0,0,,Standard Deviation,64.33262666
2019-11-08 00:00:00+01:00,242.5520232,243.8412083,242.1836886,243.3807831,388210,0,0,,Sample Variance,4138.686853
2019-11-11 00:00:00+01:00,243.0124145,243.7491117,241.354895,242.1836548,194875,0,0,,Kurtosis,-1.000559034
2019-11-12 00:00:00+01:00,243.2887101,243.2887101,240.7103119,240.7103119,320881,0,0,,Skewness,-0.220690492
2019-11-13 00:00:00+01:00,241.170719,243.0124198,240.8944751,241.446991,374962,0,0,,Range,265.7314453
2019-11-14 00:00:00+01:00,241.7232349,243.8411796,239.5131995,241.446991,306995,0,0,,Minimum,191.1685486
2019-11-15 00:00:00+01:00,242.2757497,242.4599029,239.2369265,240.8023834,481239,0,0,,Maximum,456.8999939
2019-11-18 00:00:00+01:00,240.157802,241.5390778,238.5002823,241.5390778,340588,0,0,,Sum,438582.6377
2019-11-19 00:00:00+01:00,241.2628076,241.9074141,240.0657133,240.1577759,294225,0,0,,Count,1285
2019-11-20 00:00:00+01:00,239.2369311,239.789447,237.3031677,238.1319275,432163,0,0,,Confidence Level(95.0%),3.520767817
2019-11-21 00:00:00+01:00,237.9477433,237.9477433,234.7247668,235.2772827,463855,0,0,,,
2019-11-22 00:00:00+01:00,235.6456364,236.4743963,234.7247859,235.1852112,304641,0,0,,,
2019-11-25 00:00:00+01:00,235.7377271,236.013971,233.8960261,235.1852112,276379,0,0,,,
2019-11-26 00:00:00+01:00,235.0931427,238.2240429,234.0802015,236.9348297,663745,0,0,,,
2019-11-27 00:00:00+01:00,237.7635919,238.6844424,235.8298004,237.4873199,292569,0,0,,,
2019-11-28 00:00:00+01:00,237.3031606,237.3031606,235.0931112,236.6585541,185525,0,0,,,
2019-11-29 00:00:00+01:00,236.1060717,239.6053206,235.4614791,238.2240448,381829,0,0,,,
2019-12-02 00:00:00+01:00,237.4873154,239.144863,231.5017877,231.7780457,657810,0,0,,,
2019-12-03 00:00:00+01:00,229.3838432,233.0672449,228.6471601,231.1334534,514460,0,0,,,
2019-12-04 00:00:00+01:00,231.133454,234.5405977,230.6730288,233.0672455,370094,0,0,,,
2019-12-05 00:00:00+01:00,233.8039357,234.0801937,231.3176422,231.3176422,352047,0,0,,,
2019-12-06 00:00:00+01:00,232.6989083,236.3823242,231.6859813,236.3823242,443765,0,0,,,
2019-12-09 00:00:00+01:00,235.3693994,235.8298246,233.9881236,234.0802002,283757,0,0,,,
2019-12-10 00:00:00+01:00,233.8960071,235.8297986,230.3967727,235.2772827,422184,0,0,,,
2019-12-11 00:00:00+01:00,235.0931324,235.5535576,232.1464136,234.2643585,351748,0,0,,,
2019-12-12 00:00:00+01:00,234.9089581,237.0269029,234.2643515,236.0139618,534607,0,0,,,
2019-12-13 00:00:00+01:00,237.5794188,238.2240254,234.4485329,236.0139618,484391,0,0,,,
2019-12-16 00:00:00+01:00,237.303192,241.8153539,237.303192,240.5261688,419410,0,0,,,
2019-12-17 00:00:00+01:00,240.8024098,240.8945004,235.7377319,235.7377319,600209,0,0,,,
2019-12-18 00:00:00+01:00,235.0010526,238.5923781,234.908976,235.6456451,446666,0,0,,,
2019-12-19 00:00:00+01:00,236.290243,238.5923692,235.6456364,238.4081879,409410,0,0,,,
2019-12-20 00:00:00+01:00,238.2240722,244.3937546,237.5794655,243.749176,1088167,0,0,,,
2019-12-23 00:00:00+01:00,243.657042,245.5908336,242.6441009,244.3016205,252186,0,0,,,
2019-12-24 00:00:00+01:00,244.3016105,244.3016105,242.3678471,243.5649414,71922,0,0,,,
2019-12-25 00:00:00+01:00,243.5649414,243.5649414,243.5649414,243.5649414,0,0,0,,,
2019-12-27 00:00:00+01:00,243.9333134,246.4196212,242.6441282,245.0383453,323458,0,0,,,
2019-12-30 00:00:00+01:00,244.8541538,245.1304258,242.3678741,242.3678741,223735,0,0,,,
2019-12-31 00:00:00+01:00,241.9995061,243.6570539,240.986593,243.104538,102421,0,0,,,
2020-01-02 00:00:00+01:00,243.2887268,245.5908532,242.3678763,243.2887268,351300,0,0,,,
2020-01-03 00:00:00+01:00,240.2498996,243.0124512,239.9736556,243.0124512,292884,0,0,,,
2020-01-06 00:00:00+01:00,240.6181979,242.2757454,238.3160719,242.1836548,367820,0,0,,,
2020-01-07 00:00:00+01:00,243.1045475,243.4728821,238.408204,239.0528107,508141,0,0,,,
2020-01-08 00:00:00+01:00,239.5132276,240.5261688,237.3952546,240.5261688,431996,0,0,,,
2020-01-09 00:00:00+01:00,241.4470239,243.0124529,241.2628425,241.9995117,366260,0,0,,,
2020-01-10 00:00:00+01:00,242.9203605,243.841211,241.9074474,243.0124512,235734,0,0,,,
2020-01-13 00:00:00+01:00,242.2757673,243.4728616,240.6182195,241.7232513,340000,0,0,,,
2020-01-14 00:00:00+01:00,241.631164,242.9203491,238.9607032,242.9203491,432947,0,0,,,
2020-01-15 00:00:00+01:00,243.1045159,248.4454372,242.828272,248.0771027,523590,0,0,,,
2020-01-16 00:00:00+01:00,248.2613118,248.8138278,246.6958547,248.4454651,338818,0,0,,,
2020-01-17 00:00:00+01:00,248.7217411,254.3389351,248.1692251,253.5101471,606223,0,0,,,
2020-01-20 00:00:00+01:00,251.7605346,253.1418104,251.115956,252.5892944,260757,0,0,,,
2020-01-21 00:00:00+01:00,249.6425808,250.4713406,246.2354226,249.2742462,482696,0,0,,,
2020-01-22 00:00:00+01:00,250.2871254,251.0238225,247.4325116,247.7087555,339921,0,0,,,
