Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,,,
2020-01-07 00:00:00-05:00,194.7037338,195.8378869,193.9192842,194.7415466,1180600,0,0,,,
2020-01-08 00:00:00-05:00,196.0930365,197.898215,194.6942662,196.31987,1614300,0,0,,,
2020-01-09 00:00:00-05:00,197.5674523,200.3839142,195.7433816,200.3272095,1277100,0,0,,,
2020-01-10 00:00:00-05:00,200.4878788,200.4878788,198.7016064,200.0058594,1212800,0,0,,,
2020-01-13 00:00:00-05:00,200.0058595,201.8110383,198.9000732,201.7543335,1235500,0,0,,,
2020-01-14 00:00:00-05:00,202.0189614,204.6936469,201.5653088,203.8619385,1434500,0,0,,,
2020-01-15 00:00:00-05:00,204.1455064,207.0848242,204.1455064,206.4988556,1696500,0,0,,,
2020-01-16 00:00:00-05:00,206.4988369,207.2549198,205.2796267,205.9790192,1623800,0,0,,,
2020-01-17 00:00:00-05:00,207.0375269,208.3228878,206.4137456,207.8125305,1147000,0,0,,,
2020-01-21 00:00:00-05:00,203.5878515,205.9695383,201.054928,205.7805176,2104100,0,0,,,
2020-01-22 00:00:00-05:00,204.391186,205.6765469,199.9207825,200.9698639,2528600,0,0,,,
2020-01-23 00:00:00-05:00,197.6146959,199.9680446,195.3653251,197.4067688,2781200,0,0,,,
2020-01-24 00:00:00-05:00,197.5296304,198.0872465,193.1159318,194.0704956,2420800,0,0,,,
2020-01-27 00:00:00-05:00,181.4721044,187.3602,180.5837056,186.1788025,4042600,0,0,,,
2020-01-28 00:00:00-05:00,187.0955465,188.2013328,184.3925088,186.2921906,2035600,0,0,,,
2020-01-29 00:00:00-05:00,187.7571677,189.3166068,187.0861275,187.8233185,1446100,0,0,,,
2020-01-30 00:00:00-05:00,186.8308991,188.0690157,184.42086,187.766571,1497600,0,0,,,
2020-01-31 00:00:00-05:00,186.7553397,187.8800181,183.9861362,184.4492493,1620600,0,0,,,
2020-02-03 00:00:00-05:00,184.9406636,188.3714461,184.3357887,185.4321289,2301600,0,0,,,
2020-02-04 00:00:00-05:00,188.4565383,191.1217782,187.5681394,189.4205627,2252200,0,0,,,
2020-02-05 00:00:00-05:00,192.4260473,193.0403683,189.5434342,190.2711792,2293800,0,0,,,
2020-02-06 00:00:00-05:00,199.4009739,201.7354163,193.8531363,199.9207916,4056300,0,0,,,
2020-02-07 00:00:00-05:00,198.3518982,198.4747681,193.4089354,197.4918518,3386200,0,0,,,
2020-02-10 00:00:00-05:00,196.1781667,197.567477,194.6376196,197.2272339,1689900,0,0,,,
2020-02-11 00:00:00-05:00,198.8717191,199.7506863,197.5674517,198.304657,1468700,0,0,,,
2020-02-12 00:00:00-05:00,199.7601743,203.2098498,199.5711535,203.0019226,2141100,0,0,,,
2020-02-13 00:00:00-05:00,202.0095403,204.3156162,201.2817953,203.0964203,1818700,0,0,,,
2020-02-14 00:00:00-05:00,203.6445843,203.7769002,202.0851453,203.2098236,1442800,0,0,,,
2020-02-18 00:00:00-05:00,203.0491033,203.0869161,199.5899688,199.8357086,2122600,0,0,,,
2020-02-19 00:00:00-05:00,200.8375697,201.7637813,198.8717226,201.4235382,1768500,0,0,,,
2020-02-20 00:00:00-05:00,200.969884,202.1229291,197.4162457,199.7223358,2379900,0,0,,,
2020-02-21 00:00:00-05:00,198.4370001,199.0702275,197.2177897,197.7848663,1709000,0,0,,,
2020-02-24 00:00:00-05:00,188.6077353,192.7095437,187.4263378,187.8705444,2494300,0,0,,,
2020-02-25 00:00:00-05:00,188.6077649,190.1766644,180.2529244,180.9239502,2767800,0,0,,,
2020-02-26 00:00:00-05:00,183.3528946,185.271483,178.7690665,178.9013824,2982500,0,0,,,
2020-02-27 00:00:00-05:00,175.3671263,178.8350554,172.6761711,172.7140656,4176000,0.48,0,,,
2020-02-28 00:00:00-05:00,167.4932155,174.0879506,167.180532,173.9647827,4077000,0,0,,,
2020-03-02 00:00:00-05:00,175.3102791,183.610555,173.0362208,183.1841736,3350100,0,0,,,
2020-03-03 00:00:00-05:00,182.5208952,185.372927,177.0252729,178.5034027,3149900,0,0,,,
2020-03-04 00:00:00-05:00,182.1892546,183.4589287,177.0158004,183.250473,2815600,0,0,,,
2020-03-05 00:00:00-05:00,179.2425028,183.0041614,177.6127659,179.6688843,2851600,0,0,,,
2020-03-06 00:00:00-05:00,174.770182,182.9851843,173.6615846,181.8765869,2384600,0,0,,,
2020-03-09 00:00:00-04:00,169.9852001,172.7898676,165.7497816,168.5639191,3035900,0,0,,,
2020-03-10 00:00:00-04:00,173.2731049,177.8401616,168.1943934,177.5464325,2340300,0,0,,,
2020-03-11 00:00:00-04:00,172.9319939,174.8649442,160.661604,163.4567871,3040400,0,0,,,
2020-03-12 00:00:00-04:00,151.4138304,157.9327638,144.468501,149.0924072,3958500,0,0,,,
2020-03-13 00:00:00-04:00,156.6156666,163.4946751,148.8649554,163.1819916,2880600,0,0,,,
2020-03-16 00:00:00-04:00,142.6018719,148.2775264,139.2665949,141.1616364,3512100,0,0,,,
2020-03-17 00:00:00-04:00,143.4641044,151.082164,133.5435621,145.6718292,3612800,0,0,,,
2020-03-18 00:00:00-04:00,135.6660021,148.7607447,129.8198013,148.0406342,4214500,0,0,,,
2020-03-19 00:00:00-04:00,142.6303078,154.531167,132.5013079,148.2964783,4292300,0,0,,,
2020-03-20 00:00:00-04:00,150.2293906,150.8926521,141.1521417,143.0756073,3681100,0,0,,,
2020-03-23 00:00:00-04:00,141.9196454,143.994718,132.9561079,136.8030396,2868200,0,0,,,
2020-03-24 00:00:00-04:00,143.151416,151.3474636,139.5413648,149.5471802,2702900,0,0,,,
2020-03-25 00:00:00-04:00,150.5515658,165.6455783,148.4291142,158.9560699,2988000,0,0,,,
2020-03-26 00:00:00-04:00,160.6995199,167.2184526,157.4495163,163.9021301,2553700,0,0,,,
2020-03-27 00:00:00-04:00,158.6907633,159.9320131,150.7221252,152.2476196,1882100,0,0,,,
2020-03-30 00:00:00-04:00,151.9633861,159.1076863,151.7265059,156.5588531,1890000,0,0,,,
2020-03-31 00:00:00-04:00,154.9670041,155.033323,150.1725519,150.9779358,2209200,0,0,,,
2020-04-01 00:00:00-04:00,144.9990658,147.3678671,143.1324492,145.3307037,1822200,0,0,,,
2020-04-02 00:00:00-04:00,143.843154,146.979446,139.6077341,141.3796082,1888700,0,0,,,
2020-04-03 00:00:00-04:00,140.7731543,146.2877171,139.4371467,145.993988,1589400,0,0,,,
2020-04-06 00:00:00-04:00,150.011499,153.4983686,148.7891891,152.0770874,1792900,0,0,,,
2020-04-07 00:00:00-04:00,156.663067,157.8948468,153.8205049,154.6069489,1827100,0,0,,,
2020-04-08 00:00:00-04:00,154.9670348,158.0085686,153.621557,157.0326233,1749000,0,0,,,
2020-04-09 00:00:00-04:00,159.1645712,160.3584569,155.1944559,156.1798859,2976800,0,0,,,
2020-04-13 00:00:00-04:00,155.5165857,155.5165857,151.3380157,153.7068176,1937100,0,0,,,
2020-04-14 00:00:00-04:00,157.3642359,158.5486368,154.0952925,156.3409119,3991400,0,0,,,
2020-04-15 00:00:00-04:00,151.6032734,154.4363648,148.5143619,149.5092468,2103800,0,0,,,
2020-04-16 00:00:00-04:00,150.0967544,153.8489282,148.1069552,153.3751678,3303800,0,0,,,
2020-04-17 00:00:00-04:00,158.378072,165.8634939,157.5916426,165.1149445,4430900,0,0,,,
2020-04-20 00:00:00-04:00,162.9167324,163.8926777,157.8759147,158.9845123,1805600,0,0,,,
2020-04-21 00:00:00-04:00,156.350416,157.8569852,152.4182101,152.6550903,1247600,0,0,,,
2020-04-22 00:00:00-04:00,155.2892008,158.4823416,154.9480927,157.269516,1190500,0,0,,,
2020-04-23 00:00:00-04:00,156.3124968,160.0457308,154.0005439,154.2089996,1976400,0,0,,,
2020-04-24 00:00:00-04:00,154.7585309,159.1834501,153.8868138,157.5821381,1278600,0,0,,,
2020-04-27 00:00:00-04:00,158.9276361,159.316123,154.9006733,156.6251678,2083900,0,0,,,
2020-04-28 00:00:00-04:00,159.8562808,161.7702628,159.0035031,160.0552521,1923100,0,0,,,
2020-04-29 00:00:00-04:00,162.3860825,169.2461222,162.1302478,167.5784912,2431100,0,0,,,
2020-04-30 00:00:00-04:00,167.3890191,170.4210826,165.4371286,167.1426544,2442200,0,0,,,
2020-05-01 00:00:00-04:00,161.6280818,170.0231157,161.6280818,163.4852142,2190300,0,0,,,
2020-05-04 00:00:00-04:00,162.5281984,166.5362062,161.4006466,165.2286377,1348500,0,0,,,
2020-05-05 00:00:00-04:00,166.9247173,167.6069333,160.8037418,161.0216675,1535600,0,0,,,
2020-05-06 00:00:00-04:00,161.5522999,164.2906345,160.2352465,160.6237335,1315600,0,0,,,
2020-05-07 00:00:00-04:00,163.3715081,164.1769065,160.9269031,162.9167023,1399800,0,0,,,
2020-05-08 00:00:00-04:00,165.9866986,166.7636727,163.4663041,164.0632324,1368200,0,0,,,
2020-05-11 00:00:00-04:00,162.973579,163.750553,160.8985061,161.0311584,1345200,0,0,,,
2020-05-12 00:00:00-04:00,161.9407853,163.8168725,159.6004078,159.7046356,1242500,0,0,,,
2020-05-13 00:00:00-04:00,158.093815,159.6098393,153.5078044,154.2184448,1742900,0,0,,,
2020-05-14 00:00:00-04:00,151.6032964,156.0471703,149.9451353,155.57341,1712400,0,0,,,
2020-05-15 00:00:00-04:00,155.1470448,161.8175842,154.4742988,160.5194855,2507300,0,0,,,
2020-05-18 00:00:00-04:00,162.9641091,169.7673015,162.9641091,168.8955841,1704300,0,0,,,
2020-05-19 00:00:00-04:00,168.9145053,169.5588123,165.323394,165.4181519,1711100,0,0,,,
2020-05-20 00:00:00-04:00,167.2374214,170.3926674,166.9436923,170.316864,3102000,0,0,,,
2020-05-21 00:00:00-04:00,170.3547673,171.5012739,168.0428285,168.5450134,1269700,0,0,,,
2020-05-22 00:00:00-04:00,169.246132,169.5114366,167.6069253,168.848175,1031800,0,0,,,
2020-05-26 00:00:00-04:00,174.1448017,176.9873635,172.9035521,176.6462555,2354000,0,0,,,
2020-05-27 00:00:00-04:00,179.8868509,183.6864046,178.5318885,183.4021454,2088800,0,0,,,
2020-05-28 00:00:00-04:00,184.0748544,188.6040023,182.1040095,182.3787842,2096900,0,0,,,
2020-05-29 00:00:00-04:00,182.0566163,188.3671073,181.9050095,187.1069031,2937300,0,0,,,
2020-06-01 00:00:00-04:00,188.7082344,191.1338852,188.0165338,189.9115753,1452100,0,0,,,
2020-06-02 00:00:00-04:00,190.1389913,192.5930666,189.1914705,192.0435028,1582800,0,0,,,
2020-06-03 00:00:00-04:00,193.938545,194.2417586,191.1433616,192.5741272,1405400,0,0,,,
2020-06-04 00:00:00-04:00,192.5077737,193.1520952,189.6367872,190.5653534,1288000,0,0,,,
2020-06-05 00:00:00-04:00,192.6309426,195.6819601,190.9348726,194.4028015,1404900,0,0,,,
2020-06-08 00:00:00-04:00,192.8204746,194.6112882,191.32339,194.0901489,1211900,0,0,,,
2020-06-09 00:00:00-04:00,192.3845961,192.9910088,189.5136095,190.1863556,1058900,0,0,,,
2020-06-10 00:00:00-04:00,190.9254295,191.3518109,189.0019635,189.9115753,788100,0,0,,,
2020-06-11 00:00:00-04:00,186.0646417,186.3489008,178.9677207,179.2709198,1241200,0,0,,,
2020-06-12 00:00:00-04:00,181.6776254,183.5537123,178.0486193,181.3365173,1865200,0,0,,,
2020-06-15 00:00:00-04:00,178.1907619,181.5260392,175.8503843,181.3933868,822100,0,0,,,
2020-06-16 00:00:00-04:00,186.405734,188.4429121,183.3452463,185.9035492,920600,0,0,,,
2020-06-17 00:00:00-04:00,185.5814008,187.4385477,184.38753,184.9465637,1074400,0,0,,,
2020-06-18 00:00:00-04:00,184.169585,186.6331445,183.5537024,185.8561707,910300,0,0,,,
2020-06-19 00:00:00-04:00,189.4093444,189.4093444,180.1425949,180.3131561,2418200,0,0,,,
2020-06-22 00:00:00-04:00,181.1280545,183.2978705,179.4888334,182.1703186,1478500,0,0,,,
2020-06-23 00:00:00-04:00,183.4495008,185.0318588,182.1703419,184.1127625,1267500,0,0,,,
2020-06-24 00:00:00-04:00,183.3452627,183.809553,177.3948336,177.8970184,1832000,0,0,,,
2020-06-25 00:00:00-04:00,176.7883838,177.991739,173.6047142,177.1389618,2111200,0,0,,,
2020-06-26 00:00:00-04:00,178.4655241,179.6499249,173.7184363,174.4764557,1488400,0,0,,,
2020-06-29 00:00:00-04:00,175.547148,176.0493328,174.2585194,175.907196,892700,0,0,,,
2020-06-30 00:00:00-04:00,175.8409078,179.2993528,175.3861018,178.7782135,1339500,0,0,,,
2020-07-01 00:00:00-04:00,179.801531,180.919613,178.6171301,179.394104,828500,0,0,,,
2020-07-02 00:00:00-04:00,182.4545851,183.2220746,180.730105,181.5544434,846600,0,0,,,
2020-07-06 00:00:00-04:00,183.8190499,184.4917961,179.991072,181.9429626,1507000,0,0,,,
2020-07-07 00:00:00-04:00,181.8103115,181.8103115,179.0719768,179.1951447,1670600,0,0,,,
2020-07-08 00:00:00-04:00,178.5792465,179.5172973,175.7461541,178.7118988,1474200,0,0,,,
2020-07-09 00:00:00-04:00,178.9772122,181.1754675,177.6791133,177.9538879,996400,0,0,,,
2020-07-10 00:00:00-04:00,178.370782,180.2563535,176.7126207,179.7352142,804300,0,0,,,
2020-07-13 00:00:00-04:00,180.7490535,183.0989154,179.2709235,179.7825928,862100,0,0,,,
2020-07-14 00:00:00-04:00,179.1004087,185.8657075,178.7687706,185.6004028,1355800,0,0,,,
2020-07-15 00:00:00-04:00,188.4524099,190.9538642,187.5901625,189.0588226,1610800,0,0,,,
2020-07-16 00:00:00-04:00,188.1965552,188.9829991,187.0311088,188.68927,938200,0,0,,,
2020-07-17 00:00:00-04:00,189.5988842,189.722052,187.0310969,187.6090851,1014100,0,0,,,
2020-07-20 00:00:00-04:00,186.6426371,186.9174262,184.9560513,186.0362244,648600,0,0,,,
2020-07-21 00:00:00-04:00,187.1637697,187.5238322,183.9706294,184.2643585,769900,0,0,,,
2020-07-22 00:00:00-04:00,184.1411797,185.5908853,183.1178555,185.3066406,624300,0,0,,,
2020-07-23 00:00:00-04:00,186.4531056,187.2774439,183.2978602,183.9137573,774600,0,0,,,
2020-07-24 00:00:00-04:00,182.5682446,183.8095086,180.3036712,181.6870575,965300,0,0,,,
2020-07-27 00:00:00-04:00,182.246134,183.383156,181.0238387,182.7198944,855500,0,0,,,
2020-07-28 00:00:00-04:00,181.5923061,183.0704503,180.4458143,182.4924622,933100,0,0,,,
2020-07-29 00:00:00-04:00,182.4924993,183.2220798,180.3321532,180.8627625,1371300,0,0,,,
2020-07-30 00:00:00-04:00,179.6404441,183.6958315,177.8970095,182.8999176,1640500,0,0,,,
2020-07-31 00:00:00-04:00,182.8999348,187.4101285,182.2556276,187.1732483,1557200,0,0,,,
2020-08-03 00:00:00-04:00,188.7082228,189.2009231,187.0879561,187.7701721,947100,0,0,,,
2020-08-04 00:00:00-04:00,187.8270075,189.504123,186.1119975,188.9545593,847500,0,0,,,
2020-08-05 00:00:00-04:00,189.5041766,191.7782209,188.5850802,190.6791077,1226200,0,0,,,
2020-08-06 00:00:00-04:00,190.3190214,190.3190214,187.0405932,188.7840424,945000,0,0,,,
2020-08-07 00:00:00-04:00,188.433472,189.9684656,187.8270592,189.4947052,1312000,0,0,,,
2020-08-10 00:00:00-04:00,189.0777598,194.2417448,188.6513784,193.7585144,923800,0,0,,,
2020-08-11 00:00:00-04:00,195.2555803,197.3875017,194.8481389,196.3831177,1057300,0,0,,,
2020-08-12 00:00:00-04:00,197.0843122,201.6324146,195.8430624,200.4006348,1382400,0,0,,,
2020-08-13 00:00:00-04:00,202.769428,205.9152037,201.1207368,202.1724854,1192200,0,0,,,
2020-08-14 00:00:00-04:00,200.7606845,201.5850229,200.2869242,200.9596558,851700,0,0,,,
2020-08-17 00:00:00-04:00,202.7504978,203.2621672,201.2723677,202.7410278,905700,0,0,,,
2020-08-18 00:00:00-04:00,201.9640426,203.4042782,201.4523878,202.0966949,964200,0,0,,,
2020-08-19 00:00:00-04:00,201.9261633,203.1010944,199.775287,201.348175,1296400,0,0,,,
2020-08-20 00:00:00-04:00,187.4764118,189.5041051,183.9516343,187.8648987,4320600,0,0,,,
2020-08-21 00:00:00-04:00,191.1907263,197.0179728,190.0347499,196.1462555,3228200,0,0,,,
2020-08-24 00:00:00-04:00,200.6564399,204.3707188,199.8510416,201.4144592,1727900,0,0,,,
2020-08-25 00:00:00-04:00,201.9451035,204.247572,199.7658028,204.1243896,954200,0,0,,,
2020-08-26 00:00:00-04:00,203.7169945,206.4174348,203.5085387,205.3088226,1469600,0,0,,,
2020-08-27 00:00:00-04:00,205.4224805,206.5405479,204.5223387,205.052948,1018700,0,0,,,
2020-08-28 00:00:00-04:00,205.3093472,212.2796057,205.3093472,211.7003326,1372900,0.48,0,,,
2020-08-31 00:00:00-04:00,212.1561259,212.9348123,208.2436536,210.5512543,1917700,0,0,,,
2020-09-01 00:00:00-04:00,207.8258768,211.4059602,206.9807093,209.858078,1710300,0,0,,,
2020-09-02 00:00:00-04:00,210.6272768,211.9092646,210.2474173,210.7792206,1539600,0,0,,,
2020-09-03 00:00:00-04:00,211.0165981,212.0326914,205.4137908,207.0756378,1523200,0,0,,,
2020-09-04 00:00:00-04:00,207.7688723,207.7688723,201.46335,205.3283386,1567300,0,0,,,
2020-09-08 00:00:00-04:00,202.9637738,206.0120828,201.8907051,205.1384277,1531000,0,0,,,
2020-09-09 00:00:00-04:00,206.1640277,209.1268593,205.8126558,207.5029907,1387200,0,0,,,
2020-09-10 00:00:00-04:00,208.481108,209.4497317,203.1726965,203.7899628,957400,0,0,,,
2020-09-11 00:00:00-04:00,205.2998678,205.7651757,202.5364497,203.8754272,851300,0,0,,,
2020-09-14 00:00:00-04:00,205.5942405,208.6710371,205.1953989,206.4584045,683100,0,0,,,
2020-09-15 00:00:00-04:00,208.0252741,209.1838202,206.6293214,206.7907562,798500,0,0,,,
2020-09-16 00:00:00-04:00,207.2845414,208.7279782,206.2399461,206.315918,693000,0,0,,,
2020-09-17 00:00:00-04:00,204.6351361,207.1041577,203.6000316,204.8440552,543900,0,0,,,
2020-09-18 00:00:00-04:00,203.2011723,205.0719386,200.741642,201.6912689,1067000,0,0,,,
2020-09-21 00:00:00-04:00,198.9468525,200.7131593,193.9423142,197.3609772,983000,0,0,,,
2020-09-22 00:00:00-04:00,198.5005493,200.7606664,197.2660312,199.2602539,767400,0,0,,,
2020-09-23 00:00:00-04:00,200.2668297,201.0550218,196.8956511,197.171051,705800,0,0,,,
2020-09-24 00:00:00-04:00,196.3639003,201.938207,195.0344281,199.8585358,1015600,0,0,,,
2020-09-25 00:00:00-04:00,198.661964,204.6731046,198.3390943,204.359726,1011400,0,0,,,
2020-09-28 00:00:00-04:00,206.1735123,206.8857325,204.1413112,204.882019,873900,0,0,,,
2020-09-29 00:00:00-04:00,206.8952512,206.9237389,202.0141685,203.960907,957900,0,0,,,
2020-09-30 00:00:00-04:00,204.9390112,208.8894632,204.5306785,207.2561035,1039800,0,0,,,
2020-10-01 00:00:00-04:00,208.6235472,209.4592235,206.382427,208.4716034,897000,0,0,,,
2020-10-02 00:00:00-04:00,206.211487,209.6396409,204.9199938,207.740387,722900,0,0,,,
2020-10-05 00:00:00-04:00,210.4943311,211.8238031,209.050894,210.8646851,819700,0,0,,,
2020-10-06 00:00:00-04:00,210.8171782,211.7858017,205.9170997,206.6958008,892400,0,0,,,
2020-10-07 00:00:00-04:00,208.3671503,210.9501368,208.0347895,210.3233795,775500,0,0,,,
2020-10-08 00:00:00-04:00,211.0451119,213.4856458,210.1524602,212.9158783,778200,0,0,,,
2020-10-09 00:00:00-04:00,213.2672278,214.8720997,211.301493,213.2862244,740200,0,0,,,
2020-10-12 00:00:00-04:00,215.0240444,217.0847478,213.2862396,215.5843353,817800,0,0,,,
2020-10-13 00:00:00-04:00,212.8398836,213.8749734,210.8266647,211.7857971,854200,0,0,,,
2020-10-14 00:00:00-04:00,214.4447824,214.4447824,210.313899,211.6148834,855300,0,0,,,
2020-10-15 00:00:00-04:00,210.3044207,212.3840918,209.250334,210.7032623,893800,0,0,,,
2020-10-16 00:00:00-04:00,212.2037021,214.2643914,211.3775165,212.8399506,936300,0,0,,,
2020-10-19 00:00:00-04:00,213.3052088,214.9005897,210.2189211,211.1400604,732200,0,0,,,
2020-10-20 00:00:00-04:00,212.6689488,216.192071,211.4914206,214.3497925,587000,0,0,,,
2020-10-21 00:00:00-04:00,215.2804174,222.0417708,214.3023028,220.9306946,1220800,0,0,,,
2020-10-22 00:00:00-04:00,220.3894447,222.9344382,219.2308986,220.9022369,858200,0,0,,,
2020-10-23 00:00:00-04:00,222.2317424,223.9600562,220.7503264,223.3807831,685700,0,0,,,
2020-10-26 00:00:00-04:00,220.5413954,221.2821034,215.8407298,220.4749146,1183200,0,0,,,
2020-10-27 00:00:00-04:00,221.7568957,221.7568957,218.756071,219.4113159,983100,0,0,,,
2020-10-28 00:00:00-04:00,215.3848909,216.1351044,209.2977786,209.4402313,1069400,0,0,,,
2020-10-29 00:00:00-04:00,209.4402195,213.9604384,208.0822455,211.8997498,1039900,0,0,,,
2020-10-30 00:00:00-04:00,210.3423878,213.5711139,205.3568459,208.5950775,1411700,0,0,,,
2020-11-02 00:00:00-05:00,221.7758784,225.8402952,209.3167771,212.5740051,2442300,0,0,,,
2020-11-03 00:00:00-05:00,214.6727053,216.0876549,210.3044292,213.4666748,1654800,0,0,,,
2020-11-04 00:00:00-05:00,215.403887,219.2783668,214.1123938,216.2775421,976500,0,0,,,
2020-11-05 00:00:00-05:00,219.3638203,225.6598514,218.1672956,224.9286346,1397400,0,0,,,
2020-11-06 00:00:00-05:00,226.1156564,227.7775035,223.4756949,226.6189575,945500,0,0,,,
2020-11-09 00:00:00-05:00,236.4286128,243.1709696,233.6082197,233.8076477,1912900,0,0,,,
2020-11-10 00:00:00-05:00,234.2919587,237.625144,233.7981486,234.8902283,1478600,0,0,,,
2020-11-11 00:00:00-05:00,236.8275078,238.43238,234.9852289,235.7259369,1251900,0,0,,,
2020-11-12 00:00:00-05:00,235.3935547,238.1474673,234.500903,236.9224548,888300,0,0,,,
2020-11-13 00:00:00-05:00,237.4067589,242.7246761,237.0364049,242.2593536,919500,0,0,,,
2020-11-16 00:00:00-05:00,245.7159802,246.6845893,240.1321689,245.3266296,1291800,0,0,,,
2020-11-17 00:00:00-05:00,242.3638181,246.3997331,241.3382192,244.0066833,990500,0,0,,,
2020-11-18 00:00:00-05:00,244.4530054,244.7663695,237.6251701,237.7106476,1160500,0,0,,,
2020-11-19 00:00:00-05:00,233.5607448,234.4343999,226.8943596,229.7337494,2594500,0,0,,,
2020-11-20 00:00:00-05:00,230.1610525,232.0603062,227.9579258,228.4422302,1327100,0,0,,,
2020-11-23 00:00:00-05:00,229.3254356,229.7527648,225.6503691,227.6255951,1677100,0,0,,,
2020-11-24 00:00:00-05:00,228.8885948,234.2824837,228.5277319,233.4278107,1424700,0,0,,,
2020-11-25 00:00:00-05:00,234.7572868,236.2956779,233.9595892,234.4154205,1074400,0,0,,,
2020-11-27 00:00:00-05:00,234.4535023,235.1101571,230.3232566,234.0538025,631300,0.53,0,,,
2020-11-30 00:00:00-05:00,232.0457816,234.091867,228.6388,233.4637756,3488100,0,0,,,
2020-12-01 00:00:00-05:00,238.1459694,238.7264888,233.6826336,235.2243347,1523300,0,0,,,
2020-12-02 00:00:00-05:00,233.254407,235.3956653,232.407421,233.4637756,932300,0,0,,,
