Date,Total_Sales_EUR_Million,EPS
2021-08-20,8593.230434782608,4.19
2021-08-21,8605.16304347826,4.19
2021-08-22,8617.095652173914,4.19
2021-08-23,8629.028260869565,4.19
2021-08-24,8640.960869565217,4.19
2021-08-25,8652.89347826087,4.19
2021-08-26,8664.826086956522,4.19
2021-08-27,8676.758695652174,4.19
2021-08-28,8688.691304347825,4.19
2021-08-29,8700.623913043479,4.19
2021-08-30,8712.55652173913,4.19
2021-08-31,8724.489130434782,4.19
2021-09-01,8736.421739130434,4.19
2021-09-02,8748.354347826087,4.19
2021-09-03,8760.286956521739,4.19
2021-09-04,8772.21956521739,4.19
2021-09-05,8784.152173913044,4.19
2021-09-06,8796.084782608696,4.19
2021-09-07,8808.017391304347,4.19
2021-09-08,8819.95,4.19
2021-09-09,8831.882608695652,4.19
2021-09-10,8843.815217391304,4.19
2021-09-11,8855.747826086956,4.19
2021-09-12,8867.68043478261,4.19
2021-09-13,8879.61304347826,4.19
2021-09-14,8891.545652173912,4.19
2021-09-15,8903.478260869564,4.19
2021-09-16,8915.410869565218,4.19
2021-09-17,8927.34347826087,4.19
2021-09-18,8939.27608695652,4.19
2021-09-19,8951.208695652174,4.19
2021-09-20,8963.141304347826,4.19
2021-09-21,8975.073913043478,4.19
2021-09-22,8987.00652173913,4.19
2021-09-23,8998.939130434783,4.19
2021-09-24,9010.871739130434,4.19
2021-09-25,9022.804347826086,4.19
2021-09-26,9034.736956521738,4.19
2021-09-27,9046.669565217391,4.19
2021-09-28,9058.602173913043,4.19
2021-09-29,9070.534782608695,4.19
2021-09-30,9082.467391304348,4.19
2021-10-01,9094.4,4.19
2021-10-02,9094.03152173913,4.210217391304348
2021-10-03,9093.66304347826,4.230434782608696
2021-10-04,9093.294565217391,4.250652173913044
2021-10-05,9092.92608695652,4.270869565217391
2021-10-06,9092.557608695652,4.291086956521739
2021-10-07,9092.189130434783,4.311304347826088
2021-10-08,9091.820652173912,4.3315217391304355
2021-10-09,9091.452173913043,4.351739130434783
2021-10-10,9091.083695652174,4.371956521739131
2021-10-11,9090.715217391304,4.392173913043479
2021-10-12,9090.346739130435,4.4123913043478264
2021-10-13,9089.978260869564,4.432608695652174
2021-10-14,9089.609782608695,4.452826086956522
2021-10-15,9089.241304347826,4.47304347826087
2021-10-16,9088.872826086956,4.493260869565217
2021-10-17,9088.504347826087,4.513478260869565
2021-10-18,9088.135869565218,4.533695652173913
2021-10-19,9087.767391304347,4.5539130434782615
2021-10-20,9087.398913043478,4.574130434782609
2021-10-21,9087.030434782608,4.594347826086957
2021-10-22,9086.661956521739,4.614565217391305
2021-10-23,9086.29347826087,4.6347826086956525
2021-10-24,9085.925,4.655
2021-10-25,9085.55652173913,4.675217391304348
2021-10-26,9085.18804347826,4.695434782608696
2021-10-27,9084.81956521739,4.7156521739130435
2021-10-28,9084.451086956522,4.735869565217391
2021-10-29,9084.082608695651,4.756086956521739
2021-10-30,9083.714130434782,4.776304347826088
2021-10-31,9083.345652173914,4.796521739130435
2021-11-01,9082.977173913043,4.816739130434783
2021-11-02,9082.608695652174,4.836956521739131
2021-11-03,9082.240217391303,4.857173913043479
2021-11-04,9081.871739130434,4.877391304347826
2021-11-05,9081.503260869566,4.897608695652174
2021-11-06,9081.134782608695,4.917826086956522
2021-11-07,9080.766304347826,4.9380434782608695
2021-11-08,9080.397826086957,4.958260869565217
2021-11-09,9080.029347826086,4.978478260869565
2021-11-10,9079.660869565218,4.998695652173913
2021-11-11,9079.292391304347,5.0189130434782605
2021-11-12,9078.923913043478,5.039130434782609
2021-11-13,9078.55543478261,5.059347826086957
2021-11-14,9078.186956521738,5.079565217391305
2021-11-15,9077.81847826087,5.099782608695652
2021-11-16,9077.45,5.12
2021-11-17,9077.08152173913,5.140217391304348
2021-11-18,9076.713043478261,5.160434782608696
2021-11-19,9076.34456521739,5.180652173913043
2021-11-20,9075.976086956522,5.200869565217391
2021-11-21,9075.607608695653,5.22108695652174
2021-11-22,9075.239130434782,5.2413043478260875
2021-11-23,9074.870652173913,5.261521739130435
2021-11-24,9074.502173913042,5.281739130434783
2021-11-25,9074.133695652174,5.301956521739131
2021-11-26,9073.765217391305,5.322173913043478
2021-11-27,9073.396739130434,5.342391304347826
2021-11-28,9073.028260869565,5.362608695652174
2021-11-29,9072.659782608696,5.382826086956522
2021-11-30,9072.291304347826,5.403043478260869
2021-12-01,9071.922826086957,5.423260869565217
2021-12-02,9071.554347826086,5.443478260869565
2021-12-03,9071.185869565217,5.463695652173913
2021-12-04,9070.817391304348,5.48391304347826
2021-12-05,9070.448913043478,5.504130434782608
2021-12-06,9070.080434782609,5.524347826086957
2021-12-07,9069.71195652174,5.5445652173913045
2021-12-08,9069.34347826087,5.564782608695652
2021-12-09,9068.975,5.585
2021-12-10,9068.60652173913,5.605217391304348
2021-12-11,9068.23804347826,5.6254347826086954
2021-12-12,9067.869565217392,5.645652173913043
2021-12-13,9067.501086956521,5.665869565217391
2021-12-14,9067.132608695652,5.686086956521739
2021-12-15,9066.764130434782,5.706304347826087
2021-12-16,9066.395652173913,5.726521739130435
2021-12-17,9066.027173913044,5.746739130434783
2021-12-18,9065.658695652173,5.7669565217391305
2021-12-19,9065.290217391304,5.787173913043478
2021-12-20,9064.921739130436,5.807391304347826
2021-12-21,9064.553260869565,5.827608695652174
2021-12-22,9064.184782608696,5.8478260869565215
2021-12-23,9063.816304347825,5.868043478260869
2021-12-24,9063.447826086956,5.888260869565217
2021-12-25,9063.079347826088,5.908478260869565
2021-12-26,9062.710869565217,5.9286956521739125
2021-12-27,9062.342391304348,5.94891304347826
2021-12-28,9061.97391304348,5.969130434782608
2021-12-29,9061.605434782608,5.989347826086957
2021-12-30,9061.23695652174,6.009565217391304
2021-12-31,9060.868478260869,6.029782608695652
2022-01-01,9060.5,6.05
2022-01-02,9063.225555555555,6.05
2022-01-03,9065.951111111111,6.05
2022-01-04,9068.676666666666,6.05
2022-01-05,9071.402222222223,6.05
2022-01-06,9074.127777777778,6.05
2022-01-07,9076.853333333333,6.05
2022-01-08,9079.57888888889,6.05
2022-01-09,9082.304444444444,6.05
2022-01-10,9085.03,6.05
2022-01-11,9087.755555555555,6.05
2022-01-12,9090.48111111111,6.05
2022-01-13,9093.206666666667,6.05
2022-01-14,9095.932222222222,6.05
2022-01-15,9098.657777777778,6.05
2022-01-16,9101.383333333333,6.05
2022-01-17,9104.108888888888,6.05
2022-01-18,9106.834444444445,6.05
2022-01-19,9109.56,6.05
2022-01-20,9112.285555555556,6.05
2022-01-21,9115.011111111111,6.05
2022-01-22,9117.736666666666,6.05
2022-01-23,9120.462222222222,6.05
2022-01-24,9123.187777777777,6.05
2022-01-25,9125.913333333334,6.05
2022-01-26,9128.638888888889,6.05
2022-01-27,9131.364444444444,6.05
2022-01-28,9134.09,6.05
2022-01-29,9136.815555555555,6.05
2022-01-30,9139.541111111112,6.05
2022-01-31,9142.266666666666,6.05
2022-02-01,9144.992222222221,6.05
2022-02-02,9147.717777777778,6.05
2022-02-03,9150.443333333333,6.05
2022-02-04,9153.16888888889,6.05
2022-02-05,9155.894444444444,6.05
2022-02-06,9158.619999999999,6.05
2022-02-07,9161.345555555556,6.05
2022-02-08,9164.07111111111,6.05
2022-02-09,9166.796666666667,6.05
2022-02-10,9169.522222222222,6.05
2022-02-11,9172.247777777777,6.05
2022-02-12,9174.973333333333,6.05
2022-02-13,9177.698888888888,6.05
2022-02-14,9180.424444444445,6.05
2022-02-15,9183.15,6.05
2022-02-16,9185.875555555554,6.05
2022-02-17,9188.601111111111,6.05
2022-02-18,9191.326666666666,6.05
2022-02-19,9194.052222222223,6.05
2022-02-20,9196.777777777777,6.05
2022-02-21,9199.503333333332,6.05
2022-02-22,9202.228888888889,6.05
2022-02-23,9204.954444444444,6.05
2022-02-24,9207.68,6.05
2022-02-25,9210.405555555555,6.05
2022-02-26,9213.13111111111,6.05
2022-02-27,9215.856666666667,6.05
2022-02-28,9218.582222222221,6.05
2022-03-01,9221.307777777778,6.05
2022-03-02,9224.033333333333,6.05
2022-03-03,9226.758888888888,6.05
2022-03-04,9229.484444444444,6.05
2022-03-05,9232.21,6.05
2022-03-06,9234.935555555556,6.05
2022-03-07,9237.66111111111,6.05
2022-03-08,9240.386666666665,6.05
2022-03-09,9243.112222222222,6.05
2022-03-10,9245.837777777777,6.05
2022-03-11,9248.563333333334,6.05
2022-03-12,9251.288888888888,6.05
2022-03-13,9254.014444444443,6.05
2022-03-14,9256.74,6.05
2022-03-15,9259.465555555555,6.05
2022-03-16,9262.191111111111,6.05
2022-03-17,9264.916666666666,6.05
2022-03-18,9267.64222222222,6.05
2022-03-19,9270.367777777778,6.05
2022-03-20,9273.093333333332,6.05
2022-03-21,9275.818888888889,6.05
2022-03-22,9278.544444444444,6.05
2022-03-23,9281.269999999999,6.05
2022-03-24,9283.995555555555,6.05
2022-03-25,9286.72111111111,6.05
2022-03-26,9289.446666666667,6.05
2022-03-27,9292.172222222222,6.05
2022-03-28,9294.897777777776,6.05
2022-03-29,9297.623333333333,6.05
2022-03-30,9300.348888888888,6.05
2022-03-31,9303.074444444444,6.05
2022-04-01,9305.8,6.05
2022-04-02,9308.76043956044,6.0407692307692304
2022-04-03,9311.720879120878,6.031538461538461
2022-04-04,9314.681318681318,6.022307692307692
2022-04-05,9317.641758241758,6.013076923076923
2022-04-06,9320.602197802196,6.003846153846154
2022-04-07,9323.562637362636,5.9946153846153845
2022-04-08,9326.523076923077,5.985384615384615
2022-04-09,9329.483516483517,5.976153846153846
2022-04-10,9332.443956043955,5.966923076923076
2022-04-11,9335.404395604395,5.957692307692308
2022-04-12,9338.364835164835,5.9484615384615385
2022-04-13,9341.325274725274,5.939230769230769
2022-04-14,9344.285714285714,5.93
2022-04-15,9347.246153846154,5.92076923076923
2022-04-16,9350.206593406592,5.911538461538461
2022-04-17,9353.167032967032,5.9023076923076925
2022-04-18,9356.127472527472,5.893076923076923
2022-04-19,9359.08791208791,5.883846153846154
2022-04-20,9362.048351648351,5.874615384615384
2022-04-21,9365.008791208791,5.865384615384615
2022-04-22,9367.969230769231,5.856153846153846
2022-04-23,9370.92967032967,5.846923076923077
2022-04-24,9373.89010989011,5.837692307692308
2022-04-25,9376.85054945055,5.828461538461538
2022-04-26,9379.810989010988,5.819230769230769
2022-04-27,9382.771428571428,5.81
2022-04-28,9385.731868131868,5.80076923076923
2022-04-29,9388.692307692307,5.791538461538462
2022-04-30,9391.652747252747,5.782307692307692
2022-05-01,9394.613186813187,5.773076923076923
2022-05-02,9397.573626373625,5.763846153846154
2022-05-03,9400.534065934065,5.754615384615384
2022-05-04,9403.494505494506,5.745384615384615
2022-05-05,9406.454945054946,5.736153846153846
2022-05-06,9409.415384615384,5.726923076923077
2022-05-07,9412.375824175824,5.717692307692308
2022-05-08,9415.336263736264,5.708461538461538
2022-05-09,9418.296703296703,5.699230769230769
2022-05-10,9421.257142857143,5.6899999999999995
2022-05-11,9424.217582417583,5.680769230769231
2022-05-12,9427.178021978021,5.671538461538462
2022-05-13,9430.138461538461,5.662307692307692
2022-05-14,9433.098901098901,5.653076923076923
2022-05-15,9436.05934065934,5.6438461538461535
2022-05-16,9439.01978021978,5.634615384615384
2022-05-17,9441.98021978022,5.625384615384616
2022-05-18,9444.94065934066,5.616153846153846
2022-05-19,9447.901098901099,5.606923076923077
2022-05-20,9450.861538461539,5.5976923076923075
2022-05-21,9453.821978021979,5.588461538461538
2022-05-22,9456.782417582417,5.579230769230769
2022-05-23,9459.742857142857,5.57
2022-05-24,9462.703296703297,5.560769230769231
2022-05-25,9465.663736263736,5.5515384615384615
2022-05-26,9468.624175824176,5.542307692307692
2022-05-27,9471.584615384616,5.533076923076923
2022-05-28,9474.545054945054,5.523846153846153
2022-05-29,9477.505494505494,5.514615384615384
2022-05-30,9480.465934065935,5.5053846153846155
2022-05-31,9483.426373626375,5.496153846153846
2022-06-01,9486.386813186813,5.486923076923077
2022-06-02,9489.347252747253,5.477692307692307
2022-06-03,9492.307692307693,5.468461538461538
2022-06-04,9495.268131868132,5.4592307692307696
2022-06-05,9498.228571428572,5.45
2022-06-06,9501.189010989012,5.440769230769231
2022-06-07,9504.14945054945,5.431538461538461
2022-06-08,9507.10989010989,5.422307692307692
2022-06-09,9510.07032967033,5.413076923076923
2022-06-10,9513.030769230769,5.403846153846153
2022-06-11,9515.991208791209,5.394615384615385
2022-06-12,9518.951648351649,5.385384615384615
2022-06-13,9521.91208791209,5.376153846153846
2022-06-14,9524.872527472528,5.366923076923077
2022-06-15,9527.832967032968,5.357692307692307
2022-06-16,9530.793406593408,5.348461538461539
2022-06-17,9533.753846153846,5.3392307692307694
2022-06-18,9536.714285714286,5.33
2022-06-19,9539.674725274726,5.320769230769231
2022-06-20,9542.635164835165,5.311538461538461
2022-06-21,9545.595604395605,5.302307692307692
2022-06-22,9548.556043956045,5.293076923076923
2022-06-23,9551.516483516483,5.283846153846154
2022-06-24,9554.476923076923,5.274615384615385
2022-06-25,9557.437362637364,5.265384615384615
2022-06-26,9560.397802197804,5.256153846153846
2022-06-27,9563.358241758242,5.246923076923077
2022-06-28,9566.318681318682,5.237692307692308
2022-06-29,9569.279120879122,5.228461538461539
2022-06-30,9572.23956043956,5.219230769230769
2022-07-01,9575.2,5.21
2022-07-02,9583.285869565218,5.21
2022-07-03,9591.371739130436,5.21
2022-07-04,9599.457608695653,5.21
2022-07-05,9607.54347826087,5.21
2022-07-06,9615.629347826087,5.21
2022-07-07,9623.715217391305,5.21
2022-07-08,9631.801086956522,5.21
2022-07-09,9639.88695652174,5.21
2022-07-10,9647.972826086958,5.21
2022-07-11,9656.058695652175,5.21
2022-07-12,9664.144565217392,5.21
2022-07-13,9672.23043478261,5.21
2022-07-14,9680.316304347827,5.21
2022-07-15,9688.402173913044,5.21
2022-07-16,9696.48804347826,5.21
2022-07-17,9704.57391304348,5.21
2022-07-18,9712.659782608696,5.21
2022-07-19,9720.745652173913,5.21
2022-07-20,9728.831521739132,5.21
2022-07-21,9736.917391304349,5.21
2022-07-22,9745.003260869566,5.21
2022-07-23,9753.089130434782,5.21
2022-07-24,9761.175000000001,5.21
2022-07-25,9769.260869565218,5.21
2022-07-26,9777.346739130435,5.21
2022-07-27,9785.432608695653,5.21
2022-07-28,9793.51847826087,5.21
2022-07-29,9801.604347826087,5.21
2022-07-30,9809.690217391306,5.21
2022-07-31,9817.776086956523,5.21
2022-08-01,9825.86195652174,5.21
2022-08-02,9833.947826086956,5.21
2022-08-03,9842.033695652175,5.21
2022-08-04,9850.119565217392,5.21
2022-08-05,9858.205434782609,5.21
2022-08-06,9866.291304347827,5.21
2022-08-07,9874.377173913044,5.21
2022-08-08,9882.463043478261,5.21
2022-08-09,9890.548913043478,5.21
2022-08-10,9898.634782608697,5.21
2022-08-11,9906.720652173914,5.21
2022-08-12,9914.80652173913,5.21
2022-08-13,9922.892391304349,5.21
2022-08-14,9930.978260869566,5.21
2022-08-15,9939.064130434783,5.21
2022-08-16,9947.150000000001,5.21
2022-08-17,9955.235869565218,5.21
2022-08-18,9963.321739130435,5.21
2022-08-19,9971.407608695652,5.21
2022-08-20,9979.49347826087,5.21
2022-08-21,9987.579347826088,5.21
2022-08-22,9995.665217391304,5.21
2022-08-23,10003.751086956523,5.21
2022-08-24,10011.83695652174,5.21
2022-08-25,10019.922826086957,5.21
2022-08-26,10028.008695652174,5.21
2022-08-27,10036.094565217392,5.21
2022-08-28,10044.18043478261,5.21
2022-08-29,10052.266304347826,5.21
2022-08-30,10060.352173913045,5.21
2022-08-31,10068.438043478262,5.21
2022-09-01,10076.523913043478,5.21
2022-09-02,10084.609782608697,5.21
2022-09-03,10092.695652173914,5.21
2022-09-04,10100.78152173913,5.21
2022-09-05,10108.867391304348,5.21
2022-09-06,10116.953260869566,5.21
2022-09-07,10125.039130434783,5.21
2022-09-08,10133.125,5.21
2022-09-09,10141.210869565219,5.21
2022-09-10,10149.296739130436,5.21
2022-09-11,10157.382608695652,5.21
2022-09-12,10165.46847826087,5.21
2022-09-13,10173.554347826088,5.21
2022-09-14,10181.640217391305,5.21
2022-09-15,10189.726086956522,5.21
2022-09-16,10197.81195652174,5.21
2022-09-17,10205.897826086957,5.21
2022-09-18,10213.983695652174,5.21
2022-09-19,10222.069565217393,5.21
2022-09-20,10230.15543478261,5.21
2022-09-21,10238.241304347826,5.21
2022-09-22,10246.327173913043,5.21
2022-09-23,10254.413043478262,5.21
2022-09-24,10262.498913043479,5.21
2022-09-25,10270.584782608696,5.21
2022-09-26,10278.670652173914,5.21
2022-09-27,10286.756521739131,5.21
2022-09-28,10294.842391304348,5.21
2022-09-29,10302.928260869565,5.21
2022-09-30,10311.014130434784,5.21
2022-10-01,10319.1,5.21
2022-10-02,10319.766304347826,5.226521739130435
2022-10-03,10320.432608695652,5.243043478260869
2022-10-04,10321.09891304348,5.259565217391304
2022-10-05,10321.765217391305,5.276086956521739
2022-10-06,10322.43152173913,5.292608695652174
2022-10-07,10323.097826086956,5.309130434782609
2022-10-08,10323.764130434784,5.325652173913044
2022-10-09,10324.43043478261,5.342173913043478
2022-10-10,10325.096739130435,5.358695652173913
2022-10-11,10325.76304347826,5.375217391304348
2022-10-12,10326.429347826088,5.391739130434782
2022-10-13,10327.095652173914,5.4082608695652175
2022-10-14,10327.76195652174,5.4247826086956525
2022-10-15,10328.428260869565,5.441304347826087
2022-10-16,10329.094565217392,5.457826086956522
2022-10-17,10329.760869565218,5.474347826086957
2022-10-18,10330.427173913044,5.490869565217391
2022-10-19,10331.09347826087,5.507391304347826
2022-10-20,10331.759782608697,5.523913043478261
2022-10-21,10332.426086956522,5.5404347826086955
2022-10-22,10333.092391304348,5.556956521739131
2022-10-23,10333.758695652174,5.573478260869566
2022-10-24,10334.425,5.59
2022-10-25,10335.091304347827,5.606521739130435
2022-10-26,10335.757608695652,5.62304347826087
2022-10-27,10336.423913043478,5.639565217391304
2022-10-28,10337.090217391304,5.656086956521739
2022-10-29,10337.756521739131,5.672608695652174
2022-10-30,10338.422826086957,5.689130434782609
2022-10-31,10339.089130434782,5.705652173913044
2022-11-01,10339.755434782608,5.722173913043479
2022-11-02,10340.421739130436,5.738695652173913
2022-11-03,10341.088043478261,5.755217391304348
2022-11-04,10341.754347826087,5.771739130434783
2022-11-05,10342.420652173912,5.788260869565217
2022-11-06,10343.08695652174,5.804782608695652
2022-11-07,10343.753260869566,5.8213043478260875
2022-11-08,10344.419565217391,5.837826086956522
2022-11-09,10345.085869565217,5.854347826086957
2022-11-10,10345.752173913044,5.870869565217392
2022-11-11,10346.41847826087,5.887391304347826
2022-11-12,10347.084782608696,5.903913043478261
2022-11-13,10347.751086956521,5.920434782608696
2022-11-14,10348.417391304349,5.9369565217391305
2022-11-15,10349.083695652174,5.9534782608695656
2022-11-16,10349.75,5.970000000000001
2022-11-17,10350.416304347826,5.986521739130435
2022-11-18,10351.082608695651,6.00304347826087
2022-11-19,10351.748913043479,6.019565217391305
2022-11-20,10352.415217391304,6.036086956521739
2022-11-21,10353.08152173913,6.052608695652174
2022-11-22,10353.747826086956,6.069130434782609
2022-11-23,10354.414130434783,6.085652173913044
2022-11-24,10355.080434782609,6.102173913043479
2022-11-25,10355.746739130434,6.118695652173914
2022-11-26,10356.41304347826,6.135217391304348
2022-11-27,10357.079347826088,6.151739130434783
2022-11-28,10357.745652173913,6.168260869565218
2022-11-29,10358.411956521739,6.184782608695652
2022-11-30,10359.078260869564,6.201304347826087
2022-12-01,10359.744565217392,6.2178260869565225
2022-12-02,10360.410869565218,6.234347826086957
2022-12-03,10361.077173913043,6.250869565217392
2022-12-04,10361.743478260869,6.267391304347827
2022-12-05,10362.409782608696,6.283913043478261
2022-12-06,10363.076086956522,6.300434782608696
2022-12-07,10363.742391304348,6.316956521739131
2022-12-08,10364.408695652173,6.3334782608695654
2022-12-09,10365.075,6.3500000000000005
2022-12-10,10365.741304347826,6.366521739130436
2022-12-11,10366.407608695652,6.38304347826087
2022-12-12,10367.073913043478,6.399565217391305
2022-12-13,10367.740217391303,6.41608695652174
2022-12-14,10368.40652173913,6.432608695652174
2022-12-15,10369.072826086956,6.449130434782609
2022-12-16,10369.739130434782,6.465652173913044
2022-12-17,10370.405434782608,6.482173913043479
2022-12-18,10371.071739130435,6.498695652173914
2022-12-19,10371.73804347826,6.515217391304349
2022-12-20,10372.404347826086,6.531739130434783
2022-12-21,10373.070652173912,6.548260869565218
2022-12-22,10373.73695652174,6.564782608695653
2022-12-23,10374.403260869565,6.581304347826087
2022-12-24,10375.06956521739,6.597826086956522
2022-12-25,10375.735869565216,6.6143478260869575
2022-12-26,10376.402173913044,6.630869565217392
2022-12-27,10377.06847826087,6.647391304347827
2022-12-28,10377.734782608695,6.663913043478262
2022-12-29,10378.40108695652,6.680434782608696
2022-12-30,10379.067391304348,6.696956521739131
2022-12-31,10379.733695652174,6.713478260869566
2023-01-01,10380.4,6.73
2023-01-02,10378.325555555555,6.73
2023-01-03,10376.25111111111,6.73
2023-01-04,10374.176666666666,6.73
2023-01-05,10372.102222222222,6.73
2023-01-06,10370.027777777777,6.73
2023-01-07,10367.953333333333,6.73
2023-01-08,10365.878888888888,6.73
2023-01-09,10363.804444444444,6.73
2023-01-10,10361.73,6.73
2023-01-11,10359.655555555555,6.73
2023-01-12,10357.58111111111,6.73
2023-01-13,10355.506666666666,6.73
2023-01-14,10353.432222222222,6.73
2023-01-15,10351.357777777777,6.73
2023-01-16,10349.283333333333,6.73
2023-01-17,10347.208888888888,6.73
2023-01-18,10345.134444444444,6.73
2023-01-19,10343.06,6.73
2023-01-20,10340.985555555555,6.73
2023-01-21,10338.91111111111,6.73
2023-01-22,10336.836666666666,6.73
2023-01-23,10334.762222222222,6.73
2023-01-24,10332.687777777777,6.73
2023-01-25,10330.613333333333,6.73
2023-01-26,10328.538888888888,6.73
2023-01-27,10326.464444444444,6.73
2023-01-28,10324.39,6.73
2023-01-29,10322.315555555555,6.73
2023-01-30,10320.24111111111,6.73
2023-01-31,10318.166666666666,6.73
2023-02-01,10316.092222222222,6.73
2023-02-02,10314.017777777777,6.73
2023-02-03,10311.943333333333,6.73
2023-02-04,10309.868888888888,6.73
2023-02-05,10307.794444444444,6.73
2023-02-06,10305.72,6.73
2023-02-07,10303.645555555555,6.73
2023-02-08,10301.57111111111,6.73
2023-02-09,10299.496666666666,6.73
2023-02-10,10297.422222222222,6.73
2023-02-11,10295.347777777777,6.73
2023-02-12,10293.273333333333,6.73
2023-02-13,10291.198888888888,6.73
2023-02-14,10289.124444444444,6.73
2023-02-15,10287.050000000001,6.73
2023-02-16,10284.975555555557,6.73
2023-02-17,10282.901111111112,6.73
2023-02-18,10280.826666666668,6.73
2023-02-19,10278.752222222223,6.73
2023-02-20,10276.677777777779,6.73
2023-02-21,10274.603333333334,6.73
2023-02-22,10272.52888888889,6.73
2023-02-23,10270.454444444445,6.73
2023-02-24,10268.380000000001,6.73
2023-02-25,10266.305555555557,6.73
2023-02-26,10264.231111111112,6.73
2023-02-27,10262.156666666668,6.73
2023-02-28,10260.082222222223,6.73
2023-03-01,10258.007777777779,6.73
2023-03-02,10255.933333333334,6.73
2023-03-03,10253.85888888889,6.73
2023-03-04,10251.784444444445,6.73
2023-03-05,10249.710000000001,6.73
2023-03-06,10247.635555555556,6.73
2023-03-07,10245.561111111112,6.73
2023-03-08,10243.486666666668,6.73
2023-03-09,10241.412222222223,6.73
2023-03-10,10239.337777777779,6.73
2023-03-11,10237.263333333334,6.73
2023-03-12,10235.18888888889,6.73
2023-03-13,10233.114444444445,6.73
2023-03-14,10231.04,6.73
2023-03-15,10228.965555555556,6.73
2023-03-16,10226.891111111112,6.73
2023-03-17,10224.816666666668,6.73
2023-03-18,10222.742222222223,6.73
2023-03-19,10220.667777777779,6.73
2023-03-20,10218.593333333334,6.73
2023-03-21,10216.51888888889,6.73
2023-03-22,10214.444444444445,6.73
2023-03-23,10212.37,6.73
2023-03-24,10210.295555555556,6.73
2023-03-25,10208.221111111112,6.73
2023-03-26,10206.146666666667,6.73
2023-03-27,10204.072222222223,6.73
2023-03-28,10201.997777777779,6.73
2023-03-29,10199.923333333334,6.73
2023-03-30,10197.84888888889,6.73
2023-03-31,10195.774444444445,6.73
2023-04-01,10193.7,6.73
2023-04-02,10191.605494505495,6.718241758241759
2023-04-03,10189.510989010989,6.706483516483517
2023-04-04,10187.416483516485,6.6947252747252755
2023-04-05,10185.321978021979,6.682967032967033
2023-04-06,10183.227472527473,6.671208791208792
2023-04-07,10181.132967032967,6.65945054945055
2023-04-08,10179.038461538463,6.647692307692308
2023-04-09,10176.943956043957,6.635934065934066
2023-04-10,10174.849450549451,6.624175824175825
2023-04-11,10172.754945054945,6.612417582417582
2023-04-12,10170.66043956044,6.600659340659341
2023-04-13,10168.565934065935,6.5889010989011
2023-04-14,10166.471428571429,6.577142857142857
2023-04-15,10164.376923076923,6.565384615384616
2023-04-16,10162.282417582419,6.553626373626374
2023-04-17,10160.187912087913,6.541868131868132
2023-04-18,10158.093406593407,6.53010989010989
2023-04-19,10155.998901098901,6.518351648351649
2023-04-20,10153.904395604397,6.506593406593407
2023-04-21,10151.809890109891,6.494835164835165
2023-04-22,10149.715384615385,6.483076923076924
2023-04-23,10147.62087912088,6.471318681318682
2023-04-24,10145.526373626375,6.45956043956044
2023-04-25,10143.43186813187,6.447802197802198
2023-04-26,10141.337362637363,6.436043956043957
2023-04-27,10139.242857142857,6.424285714285714
2023-04-28,10137.148351648353,6.412527472527473
2023-04-29,10135.053846153847,6.400769230769231
2023-04-30,10132.959340659341,6.389010989010989
2023-05-01,10130.864835164835,6.377252747252747
2023-05-02,10128.77032967033,6.365494505494506
2023-05-03,10126.675824175825,6.353736263736264
2023-05-04,10124.58131868132,6.341978021978022
2023-05-05,10122.486813186813,6.330219780219781
2023-05-06,10120.392307692307,6.318461538461539
2023-05-07,10118.297802197803,6.306703296703297
2023-05-08,10116.203296703297,6.294945054945055
2023-05-09,10114.108791208791,6.283186813186814
2023-05-10,10112.014285714286,6.271428571428571
2023-05-11,10109.919780219781,6.25967032967033
2023-05-12,10107.825274725275,6.247912087912088
2023-05-13,10105.73076923077,6.236153846153846
2023-05-14,10103.636263736264,6.224395604395605
2023-05-15,10101.54175824176,6.212637362637363
2023-05-16,10099.447252747254,6.200879120879121
2023-05-17,10097.352747252748,6.189120879120879
2023-05-18,10095.258241758242,6.177362637362638
2023-05-19,10093.163736263738,6.1656043956043955
2023-05-20,10091.069230769232,6.153846153846154
2023-05-21,10088.974725274726,6.142087912087913
2023-05-22,10086.88021978022,6.130329670329671
2023-05-23,10084.785714285716,6.118571428571428
2023-05-24,10082.69120879121,6.106813186813187
2023-05-25,10080.596703296704,6.095054945054946
2023-05-26,10078.502197802198,6.083296703296703
2023-05-27,10076.407692307694,6.071538461538462
2023-05-28,10074.313186813188,6.05978021978022
2023-05-29,10072.218681318682,6.048021978021978
2023-05-30,10070.124175824176,6.036263736263736
2023-05-31,10068.02967032967,6.024505494505495
2023-06-01,10065.935164835166,6.012747252747253
2023-06-02,10063.84065934066,6.000989010989011
2023-06-03,10061.746153846154,5.98923076923077
2023-06-04,10059.651648351648,5.9774725274725276
2023-06-05,10057.557142857144,5.965714285714286
2023-06-06,10055.462637362638,5.953956043956044
2023-06-07,10053.368131868132,5.942197802197803
2023-06-08,10051.273626373626,5.93043956043956
2023-06-09,10049.179120879122,5.918681318681319
2023-06-10,10047.084615384616,5.906923076923077
2023-06-11,10044.99010989011,5.895164835164835
2023-06-12,10042.895604395604,5.883406593406594
2023-06-13,10040.8010989011,5.871648351648352
2023-06-14,10038.706593406594,5.85989010989011
2023-06-15,10036.612087912088,5.848131868131868
2023-06-16,10034.517582417582,5.836373626373627
