Date,Loreal Close Stock,Estee Close Stock,Unilever Close Stock
2019-11-11,240.71031188964844,176.54808044433594,49.96931076049805
2019-11-12,241.44699096679688,177.1986083984375,49.616825103759766
2019-11-13,241.44699096679688,177.3211669921875,50.10359191894531
2019-11-14,240.8023834228516,180.5455322265625,49.76789093017578
2019-11-15,241.1707305908203,180.06472778320312,49.54128646850586
2019-11-17,241.53907775878903,180.9603729248047,49.59164619445801
2019-11-18,240.15777587890625,181.85601806640625,49.64200592041016
2019-11-19,238.1319274902344,184.8824157714844,49.53289794921875
2019-11-20,235.27728271484372,184.099853515625,49.33987045288086
2019-11-21,235.18521118164065,181.7146148681641,48.8363151550293
2019-11-22,235.18521118164065,182.12940979003903,48.85309219360352
2019-11-24,235.18521118164065,182.84594726562497,49.00835990905762
2019-11-25,236.9348297119141,183.5624847412109,49.16362762451172
2019-11-26,237.48731994628903,184.2412872314453,49.47415542602539
2019-11-27,236.65855407714844,185.20529174804688,49.549686431884766
2019-11-28,238.2240447998047,184.97374725341797,49.7385196685791
2019-11-29,235.00104522705078,184.74220275878903,49.92735290527344
2019-12-01,231.77804565429688,184.79891204833984,49.83923149108887
2019-12-02,231.13345336914065,184.85562133789065,49.7511100769043
2019-12-03,233.06724548339844,183.19224548339844,49.675575256347656
2019-12-04,231.3176422119141,187.0105133056641,49.9525260925293
2019-12-05,236.38232421875,185.52664184570312,49.81825637817383
2019-12-06,235.23126220703125,187.05776977539065,50.195919036865234
2019-12-08,234.0802001953125,187.42635345458984,50.367963790893555
2019-12-09,235.27728271484372,187.79493713378903,50.54000854492188
2019-12-10,234.2643585205078,187.05776977539065,50.3218002319336
2019-12-11,236.0139617919922,187.66262817382807,50.04483795166016
2019-12-12,236.0139617919922,189.60955810546875,49.92735290527344
2019-12-13,238.2700653076172,192.0574188232422,51.1442756652832
2019-12-15,240.5261688232422,192.4449005126953,51.55131530761719
2019-12-16,235.73773193359372,192.83238220214844,51.95835494995117
2019-12-17,235.6456451416016,191.32025146484372,47.23333740234375
2019-12-18,238.4081878662109,192.74737548828125,46.91442489624024
2019-12-19,243.74917602539065,193.0781707763672,47.4851188659668
2019-12-20,244.02539825439453,195.507080078125,47.62778854370117
2019-12-22,244.30162048339844,195.08653259277344,47.66975021362305
2019-12-23,243.56494140625,194.66598510742188,47.71171188354492
2019-12-24,243.56494140625,194.17446899414065,47.57742691040039
2019-12-26,245.0383453369141,195.86624145507807,47.66976165771485
2019-12-27,243.70310974121094,196.5372467041016,48.416690826416016
2019-12-29,242.3678741455078,195.80479431152344,48.253034591674805
2019-12-30,243.1045379638672,195.0723419189453,48.0893783569336
2019-12-31,243.1966323852539,195.2046813964844,47.98027420043945
2020-01-01,243.28872680664065,195.07234954833984,47.91733360290527
2020-01-02,243.012451171875,194.9400177001953,47.85439300537109
2020-01-03,242.59805297851562,193.4656524658203,47.78724670410156
2020-01-05,242.18365478515625,194.72265625,47.81242370605469
2020-01-06,239.0528106689453,195.9796600341797,47.83760070800781
2020-01-07,240.5261688232422,194.74154663085935,47.06549072265625
2020-01-08,241.99951171875,196.3198699951172,46.86405944824219
2020-01-09,243.012451171875,200.32720947265625,47.166202545166016
2020-01-10,242.36785125732422,200.005859375,47.19976425170898
2020-01-12,241.72325134277344,200.88009643554688,47.308868408203125
2020-01-13,242.92034912109372,201.75433349609372,47.41797256469727
2020-01-14,248.0771026611328,203.8619384765625,47.27529144287109
2020-01-15,248.44546508789065,206.4988555908203,47.66976165771485
2020-01-16,253.51014709472656,205.97901916503903,47.7956428527832
2020-01-17,253.04972076416016,207.81253051757807,48.12295913696289
2020-01-19,252.58929443359372,207.13519287109372,48.26843007405599
2020-01-20,249.2742462158203,206.45785522460935,48.413901011149086
2020-01-21,247.7087554931641,205.780517578125,48.55937194824219
2020-01-22,245.86708068847656,200.9698638916016,48.43347930908203
2020-01-23,249.09005737304688,197.40676879882807,48.43347930908203
2020-01-24,243.33474731445312,194.07049560546875,49.70075607299805
2020-01-26,237.57943725585935,190.12464904785156,49.33148002624512
2020-01-27,240.8944854736328,186.1788024902344,48.96220397949219
2020-01-28,241.53907775878903,186.2921905517578,49.482547760009766
2020-01-29,239.0528106689453,187.8233184814453,48.42508316040039
2020-01-30,231.96221923828125,187.76657104492188,50.2294807434082
2020-01-31,233.3895492553711,184.44924926757807,50.16234588623047
2020-02-02,234.8168792724609,184.94068908691403,50.200111389160156
2020-02-03,240.8023834228516,185.43212890625,50.23787689208984
2020-02-04,242.27577209472656,189.42056274414065,50.12038040161133
2020-02-05,246.60372924804688,190.27117919921875,50.55679321289063
2020-02-06,249.2742462158203,199.92079162597656,51.16105651855469
2020-02-07,249.3202667236328,197.49185180664065,50.89249420166016
2020-02-09,249.3662872314453,197.3595428466797,50.9008903503418
2020-02-10,251.3921661376953,197.22723388671875,50.90928649902344
2020-02-11,249.64259338378903,198.30465698242188,51.07713317871094
2020-02-12,250.0109405517578,203.00192260742188,50.88410568237305
2020-02-13,246.97206115722656,203.09642028808597,50.800174713134766
2020-02-14,246.64978790283203,203.20982360839844,50.674293518066406
2020-02-16,246.3275146484375,202.08511861165366,50.724648793538414
2020-02-17,247.06419372558597,200.96041361490887,50.775004069010414
2020-02-18,250.74758911132807,199.8357086181641,50.82535934448242
2020-02-19,244.66998291015625,201.4235382080078,50.31341552734375
2020-02-20,244.9462127685547,199.7223358154297,50.42502975463867
2020-02-21,240.34197235107422,197.7848663330078,50.48423004150391
2020-02-23,235.73773193359372,192.82770538330078,49.67242240905762
2020-02-24,232.6989288330078,187.87054443359372,48.86061477661133
2020-02-25,233.89601135253903,180.9239501953125,48.014984130859375
2020-02-26,227.08172607421875,178.90138244628906,47.44840621948242
2020-02-27,221.9249725341797,172.7140655517578,46.29835510253906
2020-02-28,224.91773223876953,173.96478271484375,45.60493087768555
2020-03-01,227.91049194335935,178.57447814941406,46.408281326293945
2020-03-02,231.50180053710935,183.1841735839844,47.21163177490234
2020-03-03,238.9607086181641,178.50340270996094,47.30464553833008
2020-03-04,237.11900329589844,183.2504730224609,49.36798858642578
2020-03-05,233.6197662353516,179.66888427734375,48.86906814575195
2020-03-06,225.83857727050784,181.8765869140625,48.3616828918457
2020-03-08,218.0573883056641,175.22025299072266,46.99175834655762
2020-03-09,215.84735107421875,168.5639190673828,45.62183380126953
2020-03-10,211.51934814453125,177.5464324951172,46.52667236328125
2020-03-11,196.1411590576172,163.456787109375,44.37030792236328
2020-03-12,198.9036865234375,149.0924072265625,41.14844131469727
2020-03-13,195.03611755371094,163.18199157714844,42.25623321533203
2020-03-15,191.1685485839844,152.17181396484375,40.197113037109375
2020-03-16,204.9813232421875,141.16163635253906,38.13799285888672
2020-03-17,206.63882446289065,145.6718292236328,42.60294723510742
2020-03-18,209.5855712890625,148.04063415527344,41.33448791503906
2020-03-19,209.03305053710935,148.29647827148438,42.83971405029297
2020-03-20,206.08633422851562,143.0756072998047,39.888450622558594
2020-03-22,203.13961791992188,139.93932342529297,38.810272216796875
2020-03-23,219.4386749267578,136.80303955078125,37.73209381103516
2020-03-24,233.71185302734372,149.54718017578125,40.16751480102539
2020-03-25,234.4485321044922,158.95606994628906,40.26053237915039
2020-03-26,221.0041046142578,163.90213012695312,42.14630126953125
2020-03-27,223.90478515625,152.24761962890625,41.64737319946289
2020-03-29,226.8054656982422,154.40323638916016,42.209720611572266
2020-03-30,219.99118041992188,156.55885314941406,42.77206802368164
2020-03-31,214.83441162109372,150.97793579101562,42.76360702514648
2020-04-01,219.16241455078125,145.33070373535156,41.58817672729492
2020-04-02,217.59695434570312,141.37960815429688,42.9327278137207
2020-04-03,217.1825714111328,145.99398803710938,42.11246871948242
2020-04-05,216.7681884765625,149.03553771972656,42.72978401184082
2020-04-06,221.0041046142578,152.07708740234375,43.34709930419922
2020-04-07,223.2141571044922,154.60694885253906,42.71287155151367
2020-04-08,225.4241943359375,157.03262329101562,43.34709930419922
2020-04-09,228.04862213134766,156.1798858642578,43.744537353515625
2020-04-13,230.6730499267578,153.70681762695312,43.67688751220703
2020-04-14,226.43711853027344,156.34091186523438,45.063720703125
2020-04-15,225.1479339599609,149.50924682617188,43.9813232421875
2020-04-16,228.00259399414065,153.3751678466797,44.20964050292969
2020-04-17,231.7320327758789,165.1149444580078,44.725467681884766
2020-04-19,235.4614715576172,162.0497283935547,45.02144241333008
2020-04-20,226.3450469970703,158.98451232910156,45.31741714477539
2020-04-21,228.46299743652344,152.65509033203125,44.61554336547852
2020-04-22,226.3450469970703,157.26951599121094,44.76774978637695
2020-04-23,224.04290771484372,154.20899963378906,43.57541275024414
2020-04-24,225.37814331054688,157.58213806152344,43.61769485473633
2020-04-26,226.71337890625,157.10365295410156,43.588096618652344
2020-04-27,234.2643585205078,156.6251678466797,43.55849838256836
2020-04-28,235.92189025878903,160.0552520751953,43.10186004638672
2020-04-29,244.30162048339844,167.5784912109375,43.65998077392578
2020-04-30,239.6666717529297,167.1426544189453,43.8629264831543
2020-05-01,235.03172302246094,163.48521423339844,43.55004501342773
2020-05-03,230.3967742919922,164.35692596435547,43.32171821594238
2020-05-04,228.5550994873047,165.2286376953125,43.09339141845703
2020-05-05,223.76666259765625,161.02166748046875,42.79743576049805
2020-05-06,229.2917633056641,160.6237335205078,42.09555816650391
2020-05-07,233.43560791015625,162.9167022705078,42.74669647216797
2020-05-08,234.5406265258789,164.063232421875,43.87138748168945
2020-05-10,235.6456451416016,162.5471954345703,44.00668907165527
2020-05-11,233.25143432617188,161.03115844726562,44.14199066162109
2020-05-12,225.9766998291016,159.7046356201172,43.87138748168945
2020-05-13,222.2932891845703,154.21844482421875,43.78681945800781
2020-05-14,223.49041748046875,155.5734100341797,43.49254608154297
2020-05-15,226.9896469116211,160.5194854736328,43.68020248413086
2020-05-17,230.48887634277344,164.70753479003906,44.209035873413086
2020-05-18,228.6471710205078,168.8955841064453,44.73786926269531
2020-05-19,233.25143432617188,165.41815185546875,43.2196044921875
2020-05-20,228.6471710205078,170.31686401367188,43.86785125732422
2020-05-21,228.46299743652344,168.54501342773438,43.36460494995117
2020-05-22,229.8442840576172,168.84817504882812,43.30489730834961
2020-05-24,231.2255706787109,171.4475351969401,43.39303843180338
2020-05-25,228.83135986328125,174.0468953450521,43.481179555257164
2020-05-26,231.50180053710935,176.64625549316406,43.56932067871094
2020-05-27,239.60533142089844,183.4021453857422,44.55875778198242
2020-05-28,241.1707305908203,182.3787841796875,45.72731018066406
2020-05-29,239.74341583251953,187.10690307617188,46.10260772705078
2020-05-31,238.31610107421875,188.50923919677734,46.247615814208984
2020-06-01,240.5261688232422,189.9115753173828,46.39262390136719
2020-06-02,248.9979705810547,192.0435028076172,46.6143913269043
2020-06-03,245.4066619873047,192.5741271972656,47.50148010253906
2020-06-04,248.3533935546875,190.5653533935547,47.52705764770508
2020-06-05,246.05128479003906,194.40280151367188,47.97913360595703
2020-06-07,243.74917602539065,194.24647521972656,48.09854507446289
2020-06-08,244.9462127685547,194.09014892578125,48.21795654296875
2020-06-09,245.49874877929688,190.1863555908203,47.42470550537109
2020-06-10,243.74917602539065,189.9115753173828,48.07294845581055
2020-06-11,242.5520172119141,179.2709197998047,46.66557312011719
