Date,Loreal_Stock,Close_currency
2/22/2021,290.8025818,1.212635636
2/23/2021,286.604248,1.216679692
2/24/2021,286.3243713,1.215214491
2/25/2021,282.4992371,1.217137218
3/1/2021,288.1903076,1.208956003
3/2/2021,286.977478,1.205109596
3/3/2021,289.9628601,1.208546758
3/4/2021,288.0969849,1.205066085
3/8/2021,290.2428284,1.192563176
3/9/2021,297.146698,1.185171127
3/10/2021,299.5723572,1.189790606
3/11/2021,300.9718323,1.192605853
3/15/2021,301.7181702,1.195000052
3/16/2021,304.1438293,1.192577362
3/17/2021,300.4120178,1.190164566
3/18/2021,298.9192505,1.198279262
3/22/2021,300.1321411,1.188311696
3/23/2021,296.8667908,1.193303108
3/24/2021,301.065094,1.184020519
3/25/2021,301.9047852,1.181306958
3/28/2021,304.7036438,1.178800464
3/29/2021,305.8231506,1.177100658
3/30/2021,304.8901978,1.17236042
3/31/2021,302.1380005,1.172883034
4/5/2021,308.9485474,1.181893468
4/6/2021,308.5287476,1.187422872
4/7/2021,316.8320618,1.187366486
4/8/2021,315.7591553,1.191568494
4/11/2021,314.4996338,1.190051198
4/12/2021,317.2518616,1.191469073
4/13/2021,316.4122314,1.195414305
4/14/2021,319.8174744,1.198609591
4/15/2021,313.9865112,1.197174668
4/18/2021,316.1323242,1.196945429
4/19/2021,314.966156,1.204529047
4/20/2021,319.6309204,1.203239202
4/21/2021,324.3890076,1.203775048
4/22/2021,322.289856,1.201475382
4/25/2021,319.770874,1.208985209
4/26/2021,317.363739,1.208167195
4/27/2021,320.0068359,1.209030509
4/28/2021,323.8771362,1.213592291
4/29/2021,322.5083618,1.212709188
5/2/2021,326.2370605,1.202776074
5/3/2021,322.2252197,1.206127167
5/4/2021,326.6146545,1.20150435
5/5/2021,328.1721802,1.200797319
5/6/2021,330.2961731,1.206854939
5/9/2021,332.6560669,1.217107654
5/10/2021,326.9922485,1.214093208
5/11/2021,326.8978271,1.214450002
5/12/2021,330.532135,1.207850575
5/13/2021,332.6089172,1.207729459
5/16/2021,335.5352173,1.215037346
5/17/2021,332.2312927,1.215687275
5/18/2021,330.532135,1.222399712
5/19/2021,338.744751,1.217285395
5/20/2021,341.0574341,1.22253871
5/23/2021,344.2669373,1.218323588
5/24/2021,346.6268921,1.221463561
5/25/2021,345.9189453,1.224909306
5/26/2021,345.3997192,1.219259501
5/27/2021,350.7331238,1.219318867
5/30/2021,347.6652222,1.219006777
5/31/2021,349.27005,1.22328651
6/1/2021,350.7803955,1.221776962
6/2/2021,351.9603271,1.220986247
6/3/2021,355.3114319,1.213300705
6/6/2021,357.5297852,1.216841102
6/7/2021,359.4649048,1.219363451
6/8/2021,360.5976868,1.217285395
6/9/2021,360.5976868,1.218200445
6/10/2021,362.5328064,1.217255831
6/13/2021,363.0048218,1.21102035
6/14/2021,365.7423706,1.212224007
6/15/2021,367.3942871,1.212709188
6/16/2021,369.4710388,1.199558616
6/17/2021,368.4326477,1.1913414
6/20/2021,367.4414978,1.187366486
6/21/2021,365.7895508,1.191256166
6/22/2021,360.0785217,1.193673491
6/23/2021,368.2910461,1.193317413
6/24/2021,363.8071899,1.193032742
6/27/2021,364.0431824,1.194215298
6/28/2021,361.7776489,1.192890406
6/29/2021,354.7450562,1.190192819
6/30/2021,354.3202515,1.185677052
7/1/2021,351.7715149,1.184623599
7/4/2021,351.8187561,1.185620785
7/5/2021,349.7419739,1.186380386
7/6/2021,355.4058533,1.182452321
7/7/2021,344.5501404,1.179339886
7/8/2021,350.9691467,1.184800386
7/11/2021,354.3202515,1.187295914
7/12/2021,354.461853,1.186521053
7/13/2021,355.4058533,1.177537322
7/14/2021,352.668335,1.183333874
7/15/2021,353.6123047,1.181181431
7/18/2021,352.2434998,1.181400537
7/19/2021,355.594635,1.179384351
7/20/2021,357.9073792,1.178411484
7/21/2021,357.9545898,1.179273009
7/22/2021,365.3647461,1.17727387
7/25/2021,362.0136414,1.177343249
7/26/2021,362.0608215,1.180776954
7/27/2021,364.2319946,1.182312608
7/28/2021,363.3352356,1.184595585
7/29/2021,364.2791748,1.189299703
8/1/2021,370.6982117,1.186704159
8/2/2021,371.783783,1.187465072
8/3/2021,373.2469177,1.18694365
8/4/2021,375.9372864,1.183740139
8/5/2021,376.6924133,1.183572054
8/8/2021,376.739624,1.174950004
8/9/2021,375.8428345,1.173846722
8/10/2021,377.8723755,1.172333002
8/11/2021,381.2235107,1.174189925
8/12/2021,380.5155334,1.173626184
8/15/2021,376.2676392,1.179467797
8/16/2021,377.6835938,1.177994967
8/17/2021,371.1701965,1.170973897
8/18/2021,367.0166931,1.170329809
8/19/2021,370.5093994,1.167659521
8/22/2021,372.9637451,1.169754863
8/23/2021,371.1701965,1.174453378
8/24/2021,371.028595,1.175309181
8/25/2021,372.0197449,1.177440166
8/26/2021,371.5477905,1.175640702
8/29/2021,374.946106,1.179900646
8/30/2021,374.0965271,1.17969048
8/31/2021,377.1171875,1.181028008
9/1/2021,377.7308044,1.184090614
9/2/2021,372.7277527,1.187648416
9/5/2021,374.1437073,1.188594222
9/6/2021,371.028595,1.187507391
9/7/2021,371.9725342,1.184356928
9/8/2021,375.4180908,1.181910157
9/9/2021,376.0316772,1.182592273
9/12/2021,375.2292786,1.181195378
9/13/2021,376.2676392,1.181195378
9/14/2021,370.9813843,1.180498123
9/15/2021,361.8248291,1.181999564
9/16/2021,361.164093,1.176747441
9/19/2021,351.3939209,1.172993064
9/20/2021,361.9664612,1.173020482
9/21/2021,362.9104309,1.172291636
9/22/2021,365.5535278,1.168770432
9/23/2021,357.1521912,1.174025893
9/26/2021,351.1579285,1.172305465
9/27/2021,342.3790283,1.169679523
9/28/2021,342.9453735,1.168633819
9/29/2021,336.856781,1.160160184
9/30/2021,341.2934265,1.157447577
10/3/2021,341.2462158,1.160725713
10/4/2021,343.4173584,1.161844969
10/5/2021,338.0839539,1.159608483
10/6/2021,341.6238098,1.155534983
10/7/2021,337.5647583,1.155975819
10/10/2021,335.8183899,1.156604171
10/11/2021,335.4880066,1.155374765
10/12/2021,342.0957947,1.153402567
10/13/2021,349.2228088,1.159958243
10/14/2021,348.8452454,1.159151554
10/17/2021,345.3997192,1.159702659
10/18/2021,342.2373962,1.161386251
10/19/2021,343.8893738,1.163196445
10/20/2021,348.6092529,1.165501237
10/21/2021,366.3087158,1.162533879
10/24/2021,362.3440552,1.164008856
10/25/2021,368.5742493,1.161170483
10/26/2021,366.5919189,1.159823656
10/27/2021,371.406189,1.160012007
10/28/2021,372.8221436,1.168360829
11/1/2021,377.5892029,1.155668497
11/2/2021,382.8282776,1.159958243
11/3/2021,385.8961487,1.157943487
11/4/2021,389.6720276,1.161575079
11/8/2021,391.3240051,1.156885147
11/9/2021,391.1352234,1.159151554
11/10/2021,391.2296143,1.15955472
11/11/2021,397.365448,1.148593545
11/15/2021,403.2652588,1.144164801
11/16/2021,405.719574,1.13664782
11/17/2021,399.2061768,1.132118225
11/18/2021,401.6605225,1.132118225
11/22/2021,388.6336975,1.127573729
11/23/2021,389.4360352,1.12421453
11/24/2021,392.2207947,1.124492645
11/25/2021,379.7603455,1.120297551
11/29/2021,375.2292786,1.129318237
11/30/2021,383.3946533,1.129343748
12/1/2021,375.8428345,1.133028984
12/2/2021,378.4387817,1.131951571
12/6/2021,400.9997253,1.130479932
12/7/2021,394.8167114,1.128668189
12/8/2021,395.6191101,1.127650023
12/9/2021,397.4598389,1.134558678
12/13/2021,391.9375916,1.131183386
12/14/2021,393.9199219,1.128540754
12/15/2021,395.0054932,1.12612617
12/16/2021,389.90802,1.129075885
12/20/2021,391.6544189,1.124353528
12/21/2021,395.5246887,1.127751708
12/22/2021,398.9701843,1.128757358
12/23/2021,398.6870422,1.132887721
12/27/2021,397.507019,1.132425904
12/28/2021,395.3831177,1.133003235
12/29/2021,396.2798157,1.131477714
12/30/2021,393.5895996,1.136015058
1/3/2022,407.22995,1.13734591
1/4/2022,404.2092285,1.130224466
1/5/2022,389.8608704,1.128362536
1/6/2022,386.6040955,1.131349683
1/10/2022,374.1437073,1.135396004
1/11/2022,377.6363831,1.133041739
1/12/2022,367.0166931,1.13664782
1/13/2022,358.1433716,1.144164801
1/17/2022,354.9338684,1.141070485
1/18/2022,356.1138,1.141057491
1/19/2022,359.4649048,1.13296473
1/20/2022,354.461853,1.134339929
1/24/2022,349.128418,1.134146929
1/25/2022,351.2523499,1.13241303
1/26/2022,352.1491089,1.130454421
1/27/2022,347.4765015,1.124353528
1/31/2022,356.6329956,1.115237474
2/1/2022,358.3321838,1.122964621
2/2/2022,351.6299438,1.12739563
2/3/2022,347.1460876,1.129994631
2/7/2022,348.2316589,1.145514727
2/8/2022,350.5915527,1.144295692
2/9/2022,343.6062012,1.142126203
2/10/2022,343.55896,1.14215219
2/14/2022,339.2167053,1.136505723
2/15/2022,335.2520142,1.130633473
2/16/2022,336.6207886,1.135679603
2/17/2022,340.5382996,1.137526989
2/21/2022,329.2106018,1.13172102
2/22/2022,324.2547302,1.130965829
2/23/2022,321.5643921,1.132913351
2/24/2022,334.1192322,1.130569458
2/28/2022,325.4346924,1.118105412
3/1/2022,328.9745789,1.121591806
3/2/2022,326.8978271,1.113275886
3/3/2022,317.5525208,1.111234546
3/7/2022,309.906311,1.087453008
3/8/2022,336.0543823,1.086531281
3/9/2022,319.8180542,1.089823246
3/10/2022,319.2516785,1.107382894
3/14/2022,324.7267151,1.093206763
3/15/2022,339.7831116,1.094319344
3/16/2022,340.6326599,1.096936345
3/17/2022,342.3790283,1.102195501
3/21/2022,342.9925842,1.104313493
3/22/2022,337.234375,1.101722002
3/23/2022,330.2961731,1.10297358
3/24/2022,329.7770081,1.100630641
3/27/2022,333.7416382,1.098189116
3/28/2022,348.5620422,1.099384308
3/29/2022,346.1076965,1.109151602
3/30/2022,343.4645691,1.116183519
3/31/2022,347.098877,1.107235789
4/3/2022,350.2611694,1.104728222
4/4/2022,353.5178833,1.097586393
4/5/2022,345.8717041,1.090643287
4/6/2022,346.6268921,1.089823246
4/7/2022,347.240509,1.086484075
4/10/2022,344.0309448,1.088494658
4/11/2022,341.3878174,1.087795973
4/12/2022,339.0751343,1.082614303
4/13/2022,341.1990356,1.089656949
4/18/2022,331.2873535,1.078178763
4/19/2022,333.8360291,1.079447269
4/20/2022,340.7270813,1.084987044
4/21/2022,333.2224731,1.083517551
4/24/2022,322.7443542,1.081104517
4/25/2022,319.2516785,1.071420908
4/26/2022,327.0557861,1.06436193
4/27/2022,332.5617676,1.05550921
4/28/2022,334.0939026,1.050420165
5/1/2022,325.6673279,1.053596497
5/2/2022,319.3474121,1.050905824
5/3/2022,315.8044128,1.052853227
5/4/2022,315.2298889,1.062247753
5/5/2022,302.5900574,1.053974032
5/8/2022,291.4823303,1.053219199
5/9/2022,295.8871155,1.056579828
5/10/2022,310.1069336,1.053296804
5/11/2022,309.0057373,1.051248312
5/12/2022,318.34198,1.037958145
5/15/2022,313.8892822,1.040063262
5/16/2022,314.3202209,1.043895841
5/17/2022,302.5900574,1.054785609
5/18/2022,295.5519714,1.047273993
5/19/2022,294.7380066,1.05789876
5/22/2022,300.2919006,1.056981921
5/23/2022,295.2167969,1.06820488
5/24/2022,294.4028931,1.073652506
5/25/2022,298.7119446,1.068661451
5/26/2022,311.0166016,1.073295355
5/29/2022,317.6238098,1.073145628
5/30/2022,314.6074524,1.077353954
5/31/2022,308.2875977,1.073410511
6/1/2022,317.9111023,1.065416574
6/2/2022,313.9850464,1.075106978
6/5/2022,318.9644165,1.072604656
6/6/2022,313.4584045,1.069141388
6/7/2022,313.0274963,1.069862008
6/8/2022,308.6705933,1.071765423
6/9/2022,301.3930969,1.061920524
6/12/2022,295.2167969,1.048998713
6/13/2022,288.8490295,1.041514754
6/14/2022,294.4507751,1.044059277
6/15/2022,291.5301819,1.045620441
6/16/2022,294.5944214,1.054685473
6/19/2022,295.4083252,1.049141765
6/20/2022,302.2070618,1.052077889
6/21/2022,303.4997559,1.053263545
6/22/2022,309.6281738,1.056412458
6/23/2022,322.5552673,1.05201149
6/26/2022,320.3528748,1.056613326
6/27/2022,316.9056702,1.058089137
6/28/2022,316.7141113,1.052354574
6/29/2022,315.3256531,1.044659138
6/30/2022,315.4214172,1.047767758
7/3/2022,317.6238098,1.043394804
7/4/2022,317.3844299,1.043318629
7/5/2022,332.9927063,1.025767326
7/6/2022,329.3060608,1.018641114
7/7/2022,316.4268799,1.016983628
7/10/2022,315.5171509,1.016611457
7/11/2022,324.4703979,1.004752517
7/12/2022,321.7413025,1.003310919
7/13/2022,320.5922546,1.003270626
7/14/2022,325.9546204,1.002566576
7/17/2022,327.6782227,1.009631872
7/18/2022,332.4660645,1.014517784
7/19/2022,329.4975891,1.023133039
7/20/2022,332.2745361,1.018278122
7/21/2022,338.5944519,1.022108197
7/24/2022,338.7380981,1.020023108
7/25/2022,339.887146,1.022494912
7/26/2022,340.6531982,1.012955785
7/27/2022,339.6477661,1.020929098
7/28/2022,352.479126,1.019232869
7/31/2022,353.5803223,1.02082479
8/1/2022,348.3615723,1.026135683
8/2/2022,346.063446,1.015568733
8/3/2022,350.8034058,1.015764594
8/4/2022,342.951355,1.024779201
8/7/2022,345.6803894,1.017087102
8/8/2022,344.0525513,1.019762993
8/9/2022,345.6803894,1.020814419
8/10/2022,345.0101318,1.030078292
8/11/2022,344.6749878,1.031672359
8/14/2022,347.882782,1.025640965
8/15/2022,347.3561707,1.016198158
8/16/2022,349.0318909,1.01706636
8/17/2022,348.3615723,1.018018961
8/18/2022,346.7816162,1.008990049
8/21/2022,346.5422058,1.003522396
8/22/2022,339.0732422,0.993946791
8/23/2022,345.3452454,0.996690989
8/24/2022,344.2919312,0.996909559
8/25/2022,337.7805176,0.997128308
8/28/2022,332.1308899,0.993867815
8/29/2022,328.0612793,1.001401901
8/30/2022,328.6836548,1.002506256
8/31/2022,323.8479614,1.003905177
9/1/2022,330.1678772,0.99523288
9/4/2022,327.1515503,0.990942776
9/5/2022,329.0667114,0.995222986
9/6/2022,327.4867249,0.989795148
9/7/2022,327.1036987,0.999570191
9/8/2022,330.6466675,1.00120151
9/11/2022,337.4453735,1.007140636
9/12/2022,333.4236145,1.012955785
9/13/2022,330.1678772,0.998203278
9/14/2022,328.204895,0.998402536
9/15/2022,324.6619263,0.998831332
9/18/2022,318.9164734,1.002234936
9/19/2022,319.8740845,1.002958775
9/20/2022,322.986145,0.997078538
9/21/2022,314.2723389,0.983071506
9/22/2022,311.9741821,0.984155059
9/25/2022,314.8468933,0.968992293
9/26/2022,311.9263,0.96237123
9/27/2022,311.3517456,0.959619164
9/28/2022,309.6281738,0.970817208
9/29/2022,316.235321,0.982955575
10/2/2022,312.8359985,0.979268849
10/3/2022,323.8479614,0.983206868
10/4/2022,321.3583069,0.998432457
10/5/2022,320.0655823,0.991099894
10/6/2022,314.2244568,0.978904545
10/9/2022,310.96875,0.973501265
10/10/2022,313.6020508,0.971005738
10/11/2022,314.655365,0.970016778
10/12/2022,306.7554626,0.970798433
10/13/2022,312.5008545,0.975134015
10/16/2022,314.5596008,0.973937452
10/17/2022,316.1395874,0.984639645
10/18/2022,313.6977844,0.986387849
10/19/2022,315.2298889,0.976648271
10/20/2022,296.9404297,0.977889955
10/23/2022,302.6858215,0.986008584
10/24/2022,308.0002747,0.988650322
10/25/2022,306.2288208,0.996373117
10/26/2022,302.3506775,1.009193778
10/27/2022,300.9143066,0.996780396
10/31/2022,304.0263977,0.995500267
11/1/2022,294.8816833,0.988630772
11/2/2022,288.226593,0.987790942
11/3/2022,307.7608948,0.981440902
11/7/2022,313.7456665,0.99288106
11/8/2022,313.8892822,1.00186348
11/9/2022,324.1831055,1.008084774
11/10/2022,332.0830078,1.00195384
11/14/2022,328.204895,1.032855153
11/15/2022,330.8860779,1.031927824
11/16/2022,331.8435974,1.03578639
11/17/2022,333.3278503,1.039501071
11/21/2022,330.1200256,1.033089876
11/22/2022,334.1417847,1.024569154
11/23/2022,336.3920593,1.031108618
11/24/2022,335.3865967,1.041623354
11/28/2022,332.7533264,1.03675282
11/29/2022,339.7435303,1.034554124
11/30/2022,343.1907654,1.032449961
12/1/2022,345.44104,1.042535424
12/5/2022,343.7174072,1.054418564
12/6/2022,341.3235168,1.049692392
12/7/2022,339.9350281,1.046901107
12/8/2022,339.9350281,1.051325798
12/12/2022,339.26474,1.052221775
12/13/2022,340.4138184,1.054173946
12/14/2022,324.7576599,1.062665343
12/15/2022,321.5019226,1.067634702
12/19/2022,315.9959412,1.058503509
12/20/2022,325.6673279,1.061458468
12/21/2022,320.496521,1.062699318
12/22/2022,319.1080322,1.061007977
12/26/2022,322.4594727,1.066780448
12/27/2022,321.1667786,1.064022183
12/28/2022,324.3267517,1.06371665
12/29/2022,319.4431763,1.0629251
1/2/2023,324.0394897,1.070973396
1/3/2023,341.0362244,1.067771435
