Date,Open_Stock_Price,High_Stock_Price,Low_Stock_Price,Close_Stock_Price,Stock_Volumn,Stock_Dividends,Stock_Splits,Open_Currency_Rate,High_Currency_Rate,Low_Currency_Rate,Close_Currency_Rate,Currency_Rate_Volumn,Currency_Rate_Dividends,Currency_Stock_Splits,Total_Sales(EUR_Million),EPS
2020-09-27,254.9770052607575,261.04122263441656,254.88373238611385,259.92169189453125,466324.0,0.0,0.0,1.1635076999664309,1.167965054512024,1.1616694927215576,1.1635348796844482,0.0,0.0,0.0,7842.191304347826,3.48
2020-09-28,261.3211248774366,264.3998699804328,260.57474258440163,262.62725830078125,469416.0,0.0,0.0,1.1677740812301636,1.1741636991500854,1.1666569709777832,1.167883276939392,0.0,0.0,0.0,7851.34347826087,3.48
2020-09-29,261.32113034399754,263.0004407132024,258.9887390136719,258.9887390136719,443368.0,0.0,0.0,1.1742740869522097,1.1756407022476196,1.168606519699097,1.1742050647735596,0.0,0.0,0.0,7860.495652173913,3.48
2020-09-30,261.22783211640854,263.746826171875,259.08204345551053,263.746826171875,570367.0,0.0,0.0,1.1723741292953491,1.1767003536224363,1.1718108654022217,1.1726078987121582,0.0,0.0,0.0,7869.647826086957,3.48
2020-10-01,261.69430064718534,262.440654465393,259.36190937582006,262.3473815917969,412923.0,0.0,0.0,1.1744118928909302,1.1747002601623535,1.1697137355804443,1.1744946241378784,0.0,0.0,0.0,7878.8,3.48
2020-10-02,262.3162789996884,263.0004414272449,259.6418016834615,261.9742024739583,391366.3333333333,0.0,0.0,1.173673113187154,1.1763543685277305,1.17045263449351,1.173677881558736,0.0,0.0,0.0,7875.927173913044,3.4925
2020-10-03,262.9382573521914,263.56022838909684,259.92169399110287,261.6010233561198,369809.6666666667,0.0,0.0,1.1729343334833782,1.1780084768931072,1.1711915334065754,1.172861138979594,0.0,0.0,0.0,7873.054347826087,3.505
2020-10-04,263.56023570469443,264.12001535094873,260.2015862987443,261.22784423828125,348253.0,0.0,0.0,1.172195553779602,1.179662585258484,1.1719304323196411,1.1720443964004517,0.0,0.0,0.0,7870.18152173913,3.5175
2020-10-05,261.0412269735384,261.97418350807084,258.0557831459791,260.4814758300781,318896.0,0.0,0.0,1.178828239440918,1.1807351112365725,1.1767336130142212,1.1792453527450562,0.0,0.0,0.0,7867.308695652174,3.53
2020-10-06,260.2948859409658,261.4144452261162,258.1490971945987,259.4552307128906,282402.0,0.0,0.0,1.173736572265625,1.178139328956604,1.172540545463562,1.1737639904022217,0.0,0.0,0.0,7864.435869565217,3.5425
2020-10-07,260.7613562099381,261.04123178682886,258.8954431064681,259.8283996582031,374683.0,0.0,0.0,1.1765536069869995,1.178133845329285,1.173529863357544,1.176747441291809,0.0,0.0,0.0,7861.563043478261,3.555
2020-10-08,260.29490258095075,263.4669494628906,259.5485486575215,263.4669494628906,298494.0,0.0,0.0,1.1767059564590454,1.1824523210525513,1.1758756637573242,1.1767003536224363,0.0,0.0,0.0,7858.690217391305,3.5675
2020-10-09,261.5388285814903,265.3328462479601,260.48148921431994,265.02186075846356,326124.0,0.0,0.0,1.1782489617665608,1.18254558245341,1.1768505970637004,1.1783615350723264,0.0,0.0,0.0,7855.817391304348,3.58
2020-10-10,262.7827545820298,267.19874303302953,261.4144297711183,266.57677205403644,353754.0,0.0,0.0,1.1797919670740764,1.1826388438542683,1.1778255303700764,1.1800227165222168,0.0,0.0,0.0,7852.944565217392,3.5925
2020-10-11,264.0266805825693,269.064639818099,262.34737032791674,268.1316833496094,381384.0,0.0,0.0,1.1813349723815918,1.182732105255127,1.1788004636764526,1.181683897972107,0.0,0.0,0.0,7850.071739130435,3.605
2020-10-12,268.9713679601646,270.1842285850917,266.5457036534605,267.8518371582031,272332.0,0.0,0.0,1.1814186573028564,1.1814186573028564,1.1735711097717283,1.1816140413284302,0.0,0.0,0.0,7847.198913043479,3.6175
2020-10-13,268.6915218316855,271.3970904891473,267.4786895453821,270.8373107910156,318972.0,0.0,0.0,1.1743981838226318,1.177024483680725,1.1721680164337158,1.1742188930511477,0.0,0.0,0.0,7844.326086956522,3.63
2020-10-14,267.7585512994356,268.59820656738333,264.67980582643514,265.6127624511719,466084.0,0.0,0.0,1.17475688457489,1.1760554313659668,1.1690163612365725,1.1743981838226318,0.0,0.0,0.0,7841.453260869565,3.6425
2020-10-15,267.012198521921,274.009373237154,265.6127635788744,271.8635559082031,594379.0,0.0,0.0,1.1705764532089231,1.1746740341186523,1.169494867324829,1.1707134246826172,0.0,0.0,0.0,7838.580434782609,3.655
2020-10-16,269.2201890034099,274.4136513702069,263.5291573270404,270.9617004394531,465739.3333333333,0.0,0.0,1.1709055900573728,1.176290512084961,1.169827977816264,1.170992334683736,0.0,0.0,0.0,7835.707608695652,3.6675
2020-10-17,271.4281794848988,274.8179295032597,261.4455510752065,270.0598449707031,337099.6666666666,0.0,0.0,1.1712347269058228,1.1779069900512693,1.1701610883076985,1.171271244684855,0.0,0.0,0.0,7832.834782608696,3.68
2020-10-18,273.63616996638774,275.22220763631253,259.3619448233725,269.1579895019531,208460.0,0.0,0.0,1.1715638637542725,1.179523468017578,1.1704941987991333,1.171550154685974,0.0,0.0,0.0,7829.961956521739,3.6925
2020-10-19,271.2105193802776,272.6099544060343,269.344606012602,271.1172180175781,394040.0,0.0,0.0,1.1768028736114502,1.1839923858642578,1.1762629747390747,1.176885962486267,0.0,0.0,0.0,7827.089130434782,3.705
2020-10-20,271.86350479349665,271.86350479349665,265.8925891867746,267.5718994140625,368886.0,0.0,0.0,1.1829279661178589,1.1882128715515137,1.1829279661178589,1.1829839944839478,0.0,0.0,0.0,7824.216304347826,3.7175
2020-10-21,267.4786472645952,268.318302443278,263.9333953845507,266.1724853515625,466759.0,0.0,0.0,1.1851290464401243,1.1869436502456665,1.1813349723815918,1.1853959560394287,0.0,0.0,0.0,7821.34347826087,3.73
2020-10-22,270.55741529019457,271.956850196868,267.29206717462324,269.25128173828125,349866.0,0.0,0.0,1.181404709815979,1.1859582662582395,1.1788004636764526,1.1815024614334106,0.0,0.0,0.0,7818.470652173914,3.7425
2020-10-23,269.5622502400936,270.9616851073189,266.82558137725755,268.2250162760417,340477.6666666667,0.0,0.0,1.1822620630264282,1.1857439279556272,1.1792005002498627,1.1823388636112213,0.0,0.0,0.0,7815.597826086957,3.755
2020-10-24,268.56708518999255,269.9665200177698,266.35909557989186,267.19875081380206,331089.3333333333,0.0,0.0,1.1831194162368774,1.185529589653015,1.1796005368232727,1.183175265789032,0.0,0.0,0.0,7812.725,3.7675
2020-10-25,267.5719201398916,268.9713549282207,265.89260978252616,266.1724853515625,321701.0,0.0,0.0,1.1839767694473269,1.1853152513504026,1.1800005733966827,1.1840116679668424,0.0,0.0,0.0,7809.852173913044,3.78
2020-10-26,268.2250140921903,268.4116167949714,265.0529674459368,267.8518371582031,540314.0,0.0,0.0,1.184834122657776,1.1851009130477903,1.1804006099700928,1.184848070144653,0.0,0.0,0.0,7806.979347826087,3.7925
2020-10-27,264.6798173217828,266.1725252089301,257.2161639997341,260.1083068847656,855798.0,0.0,0.0,1.180944323539734,1.183800458908081,1.179940938949585,1.180944323539734,0.0,0.0,0.0,7804.106521739131,3.805
2020-10-28,259.361925675539,262.5339723096299,257.40271119014983,260.38818359375,552255.0,0.0,0.0,1.17816162109375,1.178828239440918,1.1719304323196411,1.1784114837646484,0.0,0.0,0.0,7801.233695652174,3.8175
2020-10-29,257.40272278804576,259.0820617675781,256.6563688893044,259.0820617675781,617257.0,0.0,0.0,1.1747430562973022,1.1759172677993774,1.165623426437378,1.1748672723770142,0.0,0.0,0.0,7798.360869565217,3.83
2020-10-30,258.4600677338078,261.5699419877102,257.1850346625919,261.0101623535156,559516.0,0.0,0.0,1.1676785945892334,1.1703435182571411,1.1643069982528689,1.1678695678710938,0.0,0.0,0.0,7795.488043478261,3.8425
2020-10-31,259.5174126795699,264.0578222078423,257.7137004358794,262.9382629394531,501775.0,0.0,0.0,1.1665366490681965,1.1687955061594644,1.1636844078699748,1.166650414466858,0.0,0.0,0.0,7792.615217391304,3.855
2020-11-01,260.5747576253319,266.5457024279744,258.24236620916685,264.8663635253906,444034.0,0.0,0.0,1.16539470354716,1.1672474940617878,1.163061817487081,1.165431261062622,0.0,0.0,0.0,7789.742391304348,3.8675
2020-11-02,264.4932277164377,271.3038003219152,264.0267493606767,270.7440490722656,400905.0,0.0,0.0,1.164252758026123,1.165699481964111,1.162439227104187,1.1642121076583862,0.0,0.0,0.0,7786.869565217391,3.88
2020-11-03,268.2250148390328,279.7936706542969,267.1987569140293,279.7936706542969,614168.0,0.0,0.0,1.1642799377441406,1.1741995811462402,1.163805603981018,1.1642799377441406,0.0,0.0,0.0,7783.996739130435,3.8925
2020-11-04,280.72660939342137,282.77912511303447,277.1813860285332,278.76739501953125,649321.0,0.0,0.0,1.1764568090438845,1.176885962486267,1.1607661247253418,1.176221489906311,0.0,0.0,0.0,7781.123913043479,3.905
2020-11-05,276.9015015434248,277.74118524264884,273.7294548658767,277.0881042480469,509611.0,0.0,0.0,1.1729930639266968,1.1856770515441897,1.171275615692139,1.17326819896698,0.0,0.0,0.0,7778.251086956522,3.9175
2020-11-06,277.9899440406995,284.5206586437607,275.59536120030197,281.44189453125,703065.6666666666,0.0,0.0,1.1814186573028564,1.1890605688095093,1.1796208620071411,1.1817537546157837,0.0,0.0,0.0,7775.378260869566,3.93
2020-11-07,279.0783865379743,291.30013204487256,277.4612675347272,285.7956848144531,896520.3333333333,0.0,0.0,1.1840508381525674,1.1900148789087932,1.1796626249949138,1.1842695077260335,0.0,0.0,0.0,7772.505434782609,3.9425
2020-11-08,280.16682903524907,298.07960544598444,279.3271738691525,290.14947509765625,1089975.0,0.0,0.0,1.1866830190022786,1.190969189008077,1.1797043879826863,1.1867852608362834,0.0,0.0,0.0,7769.632608695652,3.955
2020-11-09,288.84334955785766,295.3740453170463,286.6042595633078,294.2544860839844,930593.0,0.0,0.0,1.1893151998519895,1.1919234991073608,1.179746150970459,1.1893010139465332,0.0,0.0,0.0,7766.759782608696,3.9675
2020-11-10,295.65394460049026,299.4790724033846,295.0941649390659,297.6131591796875,524230.0,0.0,0.0,1.1823265552520752,1.184356927871704,1.178078293800354,1.182732105255127,0.0,0.0,0.0,7763.886956521739,3.98
2020-11-11,296.40030500371347,299.8522271287507,296.027099609375,296.027099609375,453721.0,0.0,0.0,1.1819632053375244,1.1832919120788574,1.1747292280197144,1.1818794012069702,0.0,0.0,0.0,7761.014130434783,3.9925
2020-11-12,296.9600476690011,297.4265259270244,293.13494873046875,293.13494873046875,419390.0,0.0,0.0,1.1778701543807983,1.182300090789795,1.1759587526321411,1.1780297756195068,0.0,0.0,0.0,7758.141304347826,4.005
2020-11-13,296.2447916884958,298.07960437871924,293.07275467519685,294.1612040201823,454652.6666666667,0.0,0.0,1.1805260181427002,1.1833899021148682,1.1799688339233398,1.1803393363952637,0.0,0.0,0.0,7755.268478260869,4.0175
2020-11-14,295.52953570799053,298.73268283041415,293.01056061992495,295.1874593098958,489915.3333333333,0.0,0.0,1.18182639280955,1.1845510005950928,1.1804707050323486,1.1817346811294556,0.0,0.0,0.0,7752.395652173913,4.03
2020-11-15,294.81427972748526,299.385761282109,292.94836656465304,296.2137145996094,525178.0,0.0,0.0,1.1831267674763997,1.1857120990753174,1.1809725761413574,1.1831300258636475,0.0,0.0,0.0,7749.522826086956,4.0425
2020-11-16,295.84053223723345,299.10588021232087,294.5343987415135,295.3740539550781,381848.0,0.0,0.0,1.1844271421432495,1.186873197555542,1.1814744472503662,1.1845253705978394,0.0,0.0,0.0,7746.65,4.055
2020-11-17,294.34777282311745,296.12038446117674,291.3623006641747,293.50811767578125,439978.0,0.0,0.0,1.1859723329544067,1.1892727613449097,1.1845533847808838,1.1859441995620728,0.0,0.0,0.0,7743.777173913044,4.0675
2020-11-18,292.4818539704372,293.88128867842977,289.68298455445216,289.9628601074219,590761.0,0.0,0.0,1.186436653137207,1.1891002655029297,1.1851149797439575,1.186366319656372,0.0,0.0,0.0,7740.904347826087,4.08
2020-11-19,289.21653624419463,293.50814215374606,289.02993354185867,291.1757507324219,557991.0,0.0,0.0,1.1842869520187378,1.1855363845825195,1.1817398071289062,1.1847639083862305,0.0,0.0,0.0,7738.031521739131,4.0925
2020-11-20,290.21170474585944,293.13496676952497,287.94149500121307,289.3720397949219,507134.6666666667,0.0,0.0,1.1867464780807495,1.1890889406204224,1.185185194015503,1.1866477727890017,0.0,0.0,0.0,7735.158695652174,4.105
2020-11-21,291.20687324752424,292.7617913853039,286.8530564605675,287.5683288574219,456278.3333333333,0.0,0.0,1.186676065127055,1.1895891427993774,1.1835624774297078,1.1866477727890017,0.0,0.0,0.0,7732.285869565218,4.1175
2020-11-22,292.20204174918905,292.3886160010828,285.7646179199219,285.7646179199219,405422.0,0.0,0.0,1.1866056521733601,1.1900893449783325,1.1819397608439128,1.1866477727890017,0.0,0.0,0.0,7729.413043478261,4.13
2020-11-23,287.257306854887,287.257306854887,276.06182861328125,276.06182861328125,745532.0,0.0,0.0,1.1865352392196655,1.1905895471572876,1.1803170442581177,1.1866477727890017,0.0,0.0,0.0,7726.540217391304,4.1425
2020-11-24,276.7149240282116,283.9919738769531,275.7819674593178,283.9919738769531,625003.0,0.0,0.0,1.1841803789138794,1.1893858909606934,1.1838942766189575,1.1842728853225708,0.0,0.0,0.0,7723.667391304348,4.155
2020-11-25,285.6713316501678,287.07076659592974,284.4584709475613,285.2981262207031,311986.0,0.0,0.0,1.1900511980056765,1.192804932594299,1.1882835626602173,1.1900511980056765,0.0,0.0,0.0,7720.794565217391,4.1675
2020-11-26,284.5517744102648,289.02995488120536,284.5517744102648,288.5634765625,641870.0,0.0,0.0,1.1917530298233032,1.1940997838974,1.1886931657791138,1.1920002698898315,0.0,0.0,0.0,7717.921739130435,4.18
2020-11-27,285.73351371955476,288.96776149270676,285.0493512271269,287.7860107421875,707777.6666666666,0.0,0.0,1.1911852359771729,1.1961865425109863,1.1910717487335205,1.191599726676941,0.0,0.0,0.0,7715.048913043478,4.1925
2020-11-28,286.9152530288448,288.9055681042082,285.546928043989,287.008544921875,773685.3333333334,0.0,0.0,1.1931482553482056,1.197526494661967,1.1921861171722412,1.193448503812154,0.0,0.0,0.0,7712.176086956521,4.205
2020-11-29,288.0969923381348,288.8433747157096,286.04450486085113,286.2310791015625,839593.0,0.0,0.0,1.1951112747192383,1.1988664468129475,1.193300485610962,1.1952972809473674,0.0,0.0,0.0,7709.303260869565,4.2175
2020-11-30,288.4702150523748,288.7500906660045,284.2719100184587,285.7646179199219,490243.0,0.0,0.0,1.197074294090271,1.2002063989639282,1.1944148540496826,1.1971460580825806,0.0,0.0,0.0,7706.430434782609,4.23
2020-12-01,286.0444823362657,286.7908361834924,283.99196654903096,285.8578796386719,374308.0,0.0,0.0,1.1937732696533203,1.2053565979003906,1.1935994625091553,1.193816065788269,0.0,0.0,0.0,7703.557608695653,4.2425
2020-12-02,288.4701868496957,288.4701868496957,283.05902158539806,284.5517578125,305790.0,0.0,0.0,1.2069860696792605,1.210741639137268,1.2040793895721436,1.2074378728866575,0.0,0.0,0.0,7700.684782608696,4.255
2020-12-03,284.9249626074543,287.07078004106944,282.49926956020937,285.7646179199219,373771.0,0.0,0.0,1.2113430500030518,1.2175003290176392,1.2102434635162354,1.2114603519439695,0.0,0.0,0.0,7697.811956521739,4.2675
2020-12-04,285.17374868151774,286.69758550056804,282.3748692684908,285.0493469238281,361230.6666666667,0.0,0.0,1.2145354747772217,1.2177746295928955,1.2133712768554688,1.2145650386810305,0.0,0.0,0.0,7694.939130434783,4.28
2020-12-05,285.42253475558124,286.3243909600667,282.25046897677225,284.3340759277344,348690.3333333333,0.0,0.0,1.213711142539978,1.2173006137212117,1.2116074164708455,1.2137553294499717,0.0,0.0,0.0,7692.066304347826,4.2925
2020-12-06,285.6713208296447,285.9511964195653,282.12606868505367,283.6188049316406,336150.0,0.0,0.0,1.2128868103027344,1.216826597849528,1.2098435560862224,1.2129456202189128,0.0,0.0,0.0,7689.19347826087,4.305
2020-12-07,283.2456120539861,284.9249224421925,281.6595745427892,284.3651428222656,293842.0,0.0,0.0,1.2120624780654907,1.2163525819778442,1.2080796957015991,1.212135910987854,0.0,0.0,0.0,7686.320652173913,4.3175
2020-12-08,285.8579026025856,285.8579026025856,280.26016288397784,281.7528991699219,406239.0,0.0,0.0,1.2109469175338743,1.213415503501892,1.2097164392471311,1.2113136053085327,0.0,0.0,0.0,7683.447826086956,4.33
2020-12-09,283.89868688549274,285.4847245214648,281.4730224609375,281.4730224609375,472432.0,0.0,0.0,1.2109909057617188,1.214900016784668,1.207394003868103,1.2110936641693115,0.0,0.0,0.0,7680.575,4.3425
2020-12-10,280.819925506844,282.5925372825058,279.14061508181175,282.2193603515625,343934.0,0.0,0.0,1.2081671953201294,1.2158055305480957,1.2080358266830444,1.207875370979309,0.0,0.0,0.0,7677.702173913043,4.355
2020-12-11,281.65959431974284,283.4322061211165,279.94917392826346,282.2815653483073,360386.6666666667,0.0,0.0,1.214343786239624,1.216397047042847,1.210785746574402,1.2144293785095217,0.0,0.0,0.0,7674.829347826087,4.3675
2020-12-12,282.4992631326416,284.2718749597272,280.7577327747151,282.34377034505206,376839.3333333333,0.0,0.0,1.214014728864034,1.216732700665792,1.2111084858576457,1.2140663862228396,0.0,0.0,0.0,7671.95652173913,4.38
2020-12-13,283.3389319455404,285.1115437983379,281.56629162116684,282.4059753417969,393292.0,0.0,0.0,1.213685671488444,1.2170683542887368,1.2114312251408896,1.2137033939361572,0.0,0.0,0.0,7669.083695652174,4.3925
2020-12-14,282.2193603515625,285.6713110238314,282.2193603515625,282.2193603515625,393158.0,0.0,0.0,1.213356614112854,1.217404007911682,1.2117539644241333,1.213340401649475,0.0,0.0,0.0,7666.210869565218,4.405
2020-12-15,284.9249423671133,289.4031511681168,283.52550745522024,288.6567687988281,442581.0,0.0,0.0,1.2148748636245728,1.2166485786437988,1.212694525718689,1.214889645576477,0.0,0.0,0.0,7663.338043478261,4.4175
2020-12-16,290.24279751676625,290.4293717496825,284.2718811035156,284.2718811035156,422866.0,0.0,0.0,1.215376853942871,1.2212995290756226,1.2146978378295898,1.2154301404953003,0.0,0.0,0.0,7660.465217391305,4.43
2020-12-17,284.27187425098487,286.0444860146236,283.05901364417707,284.9249267578125,1098408.0,0.0,0.0,1.219705581665039,1.2263002395629885,1.2192445993423462,1.2199585437774658,0.0,0.0,0.0,7657.592391304348,4.4425
2020-12-18,283.77430185672665,284.9560430324858,280.1979587124095,281.8772786458333,912865.6666666666,0.0,0.0,1.2261964082717896,1.2268433570861816,1.2227181196212769,1.226271629333496,0.0,0.0,0.0,7654.719565217391,4.455
2020-12-19,283.27672946246844,283.867600050348,277.336903780642,278.8296305338542,727323.3333333333,0.0,0.0,1.2244845628738403,1.2257176240285237,1.2195043961207073,1.224718689918518,0.0,0.0,0.0,7651.846739130435,4.4675
2020-12-20,282.7791570682102,282.7791570682102,274.4758488488744,275.781982421875,541781.0,0.0,0.0,1.2227727174758911,1.224591890970866,1.2162906726201377,1.22316575050354,0.0,0.0,0.0,7648.973913043478,4.48
2020-12-21,277.7411548796984,282.4059372695384,277.64785353758714,281.5662536621094,393271.0,0.0,0.0,1.221060872077942,1.223466157913208,1.213076949119568,1.221612811088562,0.0,0.0,0.0,7646.101086956522,4.4925
2020-12-22,282.49918365878244,284.5516991065394,282.2193081302563,283.3388671875,275271.0,0.0,0.0,1.2238404750823977,1.2259002923965454,1.216604232788086,1.223690629005432,0.0,0.0,0.0,7643.228260869565,4.505
2020-12-23,284.36513666756326,284.36513666756326,281.19309018539815,282.0327453613281,57182.0,0.0,0.0,1.2185908555984497,1.2219412326812744,1.2157758474349976,1.2186651229858398,0.0,0.0,0.0,7640.355434782608,4.5175
2020-12-24,284.15522158931424,285.508012793156,281.1464453571529,283.6187744140625,95716.25,0.0,0.0,1.219393253326416,1.2217471599578855,1.2179378271102903,1.2191405296325684,0.0,0.0,0.0,7637.482608695652,4.529999999999999
2020-12-25,283.94530651106516,286.6508889187488,281.0998005289076,285.2048034667969,134250.5,0.0,0.0,1.2184720039367676,1.2212995290756226,1.2167004346847534,1.2184720039367676,0.0,0.0,0.0,7634.609782608695,4.5425
2020-12-26,283.7353914328161,287.7937650443416,281.0531557006624,286.79083251953125,172784.75,0.0,0.0,1.219215710957845,1.2225998242696126,1.2172513802846272,1.2191511789957683,0.0,0.0,0.0,7631.73695652174,4.555
2020-12-27,283.52547635456705,288.9366411699344,281.00651087241715,288.3768615722656,211319.0,0.0,0.0,1.2199594179789226,1.2239001194636028,1.2178023258845012,1.2198303540547688,0.0,0.0,0.0,7628.864130434783,4.5675
2020-12-28,289.21652719358525,292.1086981598359,286.8841358452499,291.26904296875,265633.0,0.0,0.0,1.220703125,1.2252004146575928,1.218353271484375,1.2205095291137695,0.0,0.0,0.0,7625.991304347826,4.58
2020-12-29,290.5226266747014,292.8550177502394,289.86957425649325,292.20196533203125,269391.0,0.0,0.0,1.2220009565353394,1.2275993824005127,1.2220009565353394,1.2223445177078247,0.0,0.0,0.0,7623.11847826087,4.592499999999999
2020-12-30,290.7092423679611,293.04163354794866,289.58968321293827,289.9628601074219,122207.0,0.0,0.0,1.2253249883651731,1.2308752536773682,1.2252049446105957,1.225295066833496,0.0,0.0,0.0,7620.245652173913,4.605
2020-12-31,291.45561288890406,293.50812143773186,289.7529629437788,290.17279052734375,178991.5,0.0,0.0,1.229906439781189,1.230950951576233,1.222299575805664,1.2299896478652954,0.0,0.0,0.0,7617.372826086957,4.6175
2021-01-01,292.201983409847,293.97460932751505,289.9162426746194,290.3827209472656,235776.0,0.0,0.0,1.217285394668579,1.221699357032776,1.2134994268417358,1.218026876449585,0.0,0.0,0.0,7614.5,4.63
2021-01-02,292.94835393078995,294.4410972172982,290.07952240545995,290.5926513671875,292560.5,0.0,0.0,1.2198251883188884,1.2247993946075442,1.2147120237350464,1.2203745047251384,0.0,0.0,0.0,7614.14,4.63
2021-01-03,293.6947244517329,294.9075851070814,290.2428021363005,290.8025817871094,349345.0,0.0,0.0,1.2223649819691975,1.227899432182312,1.2159246206283572,1.2227221330006917,0.0,0.0,0.0,7613.78,4.63
2021-01-04,288.1902850961624,290.89585351415667,286.0444963267541,287.8171081542969,322124.0,0.0,0.0,1.2249047756195068,1.23099946975708,1.2171372175216677,1.2250697612762451,0.0,0.0,0.0,7613.42,4.63
2021-01-05,287.3506309766475,288.56346316032125,284.45845984068427,288.09698486328125,398623.0,0.0,0.0,1.225295066833496,1.2294830083847046,1.2249947786331177,1.2251598834991455,0.0,0.0,0.0,7613.06,4.63
2021-01-06,289.4031710690777,289.9629222950656,286.13782271678383,286.9774780273437,331112.0,0.0,0.0,1.22986102104187,1.2350252866744995,1.2266929149627686,1.230027437210083,0.0,0.0,0.0,7612.7,4.63
2021-01-07,287.07078004106944,289.58974597847214,282.3126953083156,285.7646179199219,398161.0,0.0,0.0,1.2337758541107178,1.2345678806304932,1.2246646881103516,1.2341108322143557,0.0,0.0,0.0,7612.34,4.63
2021-01-08,286.4487965857164,288.4079922784802,282.4992763029537,285.3914286295573,367878.0,0.0,0.0,1.2268733978271484,1.2282146215438845,1.2214934825897217,1.227144479751587,0.0,0.0,0.0,7611.98,4.63
2021-01-09,285.8268131303634,287.2262385784883,282.6858572975919,285.0182393391927,337595.0,0.0,0.0,1.2241768836975098,1.2254625956217449,1.2188204526901245,1.224303166071574,0.0,0.0,0.0,7611.62,4.63
2021-01-10,285.2048296750104,286.04448487849635,282.87243829223,284.6450500488281,307312.0,0.0,0.0,1.221480369567871,1.2227105696996055,1.2161474227905273,1.221461852391561,0.0,0.0,0.0,7611.26,4.63
2021-01-11,282.68584605897723,283.152324352804,278.95401970836366,280.3534545898437,430525.0,0.0,0.0,1.2187838554382324,1.2199585437774658,1.2134743928909302,1.218620538711548,0.0,0.0,0.0,7610.9,4.63
2021-01-12,280.2601495434933,281.75288575838255,278.02105945694706,281.2864074707031,315865.0,0.0,0.0,1.2161602973937988,1.217848777770996,1.213886857032776,1.2160701751708984,0.0,0.0,0.0,7610.54,4.63
2021-01-13,280.6333241294069,280.81992683154624,277.7411815472722,278.02105712890625,354408.0,0.0,0.0,1.2209266424179075,1.2224938869476318,1.2155394554138184,1.220889449119568,0.0,0.0,0.0,7610.18,4.63
2021-01-14,275.4088124169833,278.3942565917969,275.4088124169833,278.3942565917969,484814.0,0.0,0.0,1.2161750793457031,1.217285394668579,1.2113136053085327,1.2162491083145142,0.0,0.0,0.0,7609.82,4.63
2021-01-15,275.84417692145786,278.4875444916185,275.65758372177777,277.9277648925781,406216.3333333333,0.0,0.0,1.2153000831604004,1.2162491083145142,1.208473801612854,1.2151259183883667,0.0,0.0,0.0,7609.46,4.63
2021-01-16,276.27954142593245,278.5808323914401,275.9063550265722,277.4612731933594,327618.6666666666,0.0,0.0,1.212441364924113,1.2137060165405273,1.2074976762135823,1.2123543818791707,0.0,0.0,0.0,7609.1,4.63
2021-01-17,276.714905930407,278.6741202912617,276.15512633136666,276.9947814941406,249021.0,0.0,0.0,1.2095826466878254,1.2111629247665405,1.2065215508143108,1.2095828453699748,0.0,0.0,0.0,7608.74,4.63
2021-01-18,277.3679707112857,278.5808313082898,274.7557037619411,277.181396484375,348186.0,0.0,0.0,1.206723928451538,1.2086198329925537,1.205545425415039,1.2068113088607788,0.0,0.0,0.0,7608.38,4.63
2021-01-19,277.74117365514184,278.7674030730225,273.6361420973228,273.9160461425781,426602.0,0.0,0.0,1.2078461647033691,1.2144912481307983,1.2078461647033691,1.207729458808899,0.0,0.0,0.0,7608.02,4.63
2021-01-20,274.6623963290856,276.0618311220037,273.07638731338926,274.8489990234375,406093.0,0.0,0.0,1.2139458656311035,1.2160005569458008,1.207773208618164,1.213886857032776,0.0,0.0,0.0,7607.66,4.63
2021-01-21,275.1288945357563,276.4350280761719,273.3562826972226,276.4350280761719,374284.0,0.0,0.0,1.211533784866333,1.2171964645385742,1.2109909057617188,1.2115631103515625,0.0,0.0,0.0,7607.3,4.63
2021-01-22,275.6886701309699,277.55457378916316,273.79165651863315,277.2746887207031,372125.3333333333,0.0,0.0,1.2166190147399902,1.2188003063201904,1.2151997089385986,1.2166293859481812,0.0,0.0,0.0,7606.94,4.63
2021-01-23,276.2484457261836,278.6741195021544,274.22703034004377,278.1143493652344,369966.6666666667,0.0,0.0,1.2166979710261028,1.2187334696451824,1.2140413522720337,1.216734488805135,0.0,0.0,0.0,7606.58,4.63
2021-01-24,276.80822132139724,279.79366521514567,274.66240416145433,278.9540100097656,367808.0,0.0,0.0,1.216776927312215,1.218666632970174,1.2128829956054688,1.216839591662089,0.0,0.0,0.0,7606.22,4.63
2021-01-25,278.4875086734439,282.5925114821886,278.4875086734439,281.5662536621094,365835.0,0.0,0.0,1.2168558835983276,1.218599796295166,1.2117246389389038,1.216944694519043,0.0,0.0,0.0,7605.86,4.63
2021-01-26,280.07358102331256,282.31267115552384,276.43502752794643,277.6478881835937,501854.0,0.0,0.0,1.2143291234970093,1.2175003290176392,1.2108443975448608,1.214624047279358,0.0,0.0,0.0,7605.5,4.63
2021-01-27,276.6216484151228,278.86073869448785,276.24847144715824,277.4613037109375,414665.0,0.0,0.0,1.2163230180740356,1.2171372175216677,1.2061998844146729,1.216299295425415,0.0,0.0,0.0,7605.14,4.63
2021-01-28,274.8490001974689,274.8490001974689,270.65069580078125,270.65069580078125,663811.0,0.0,0.0,1.2104778289794922,1.214399814605713,1.2082401514053345,1.2105072736740112,0.0,0.0,0.0,7604.78,4.63
