Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-10-25 00:00:00+02:00,222.38538931140968,224.0429229736328,219.80700517584737,224.0429229736328,418351,0.0,0.0
2019-10-28 00:00:00+01:00,223.76666259765625,225.14793829270351,221.46453643924414,223.76666259765625,401218,0.0,0.0
2019-10-29 00:00:00+01:00,223.7666696028086,225.2400360107422,221.83287794877873,225.2400360107422,395467,0.0,0.0
2019-10-30 00:00:00+01:00,240.15778395871524,244.11745771936975,237.11898874190214,242.2757568359375,1172925,0.0,0.0
2019-10-31 00:00:00+01:00,243.0124354222455,245.4987429526573,240.98658123276772,241.07864379882812,758477,0.0,0.0
2019-11-01 00:00:00+01:00,241.44699158853695,243.1045111052227,238.86859354887343,239.78944396972656,301658,0.0,0.0
2019-11-04 00:00:00+01:00,239.7894401006944,241.44698769276008,238.2240112717773,239.88153076171875,432258,0.0,0.0
2019-11-05 00:00:00+01:00,239.973642005354,242.36785888671875,238.9607008514543,242.36785888671875,461773,0.0,0.0
2019-11-06 00:00:00+01:00,242.0915837523176,244.02537536621094,240.52615480935728,244.02537536621094,422709,0.0,0.0
2019-11-07 00:00:00+01:00,244.02536562674757,244.48579084491124,240.6182077714863,242.9203338623047,467664,0.0,0.0
2019-11-08 00:00:00+01:00,242.55202322705833,243.8412083446224,242.1836886366297,243.3807830810547,388210,0.0,0.0
2019-11-11 00:00:00+01:00,243.01244514532203,243.7491424181658,241.35492546014672,242.18368530273438,194875,0.0,0.0
2019-11-12 00:00:00+01:00,243.2887101167554,243.2887101167554,240.71031188964844,240.71031188964844,320881,0.0,0.0
2019-11-13 00:00:00+01:00,241.17073422130701,243.0124351746612,240.89449031915441,241.44700622558594,374962,0.0,0.0
2019-11-14 00:00:00+01:00,241.72325012773854,243.84119498324532,239.51321460413877,241.44700622558594,306995,0.0,0.0
2019-11-15 00:00:00+01:00,242.27578041096882,242.4599336559562,239.23695679633286,240.8024139404297,481239,0.0,0.0
2019-11-18 00:00:00+01:00,240.15778682096348,241.5390625,238.50026724696994,241.5390625,340588,0.0,0.0
2019-11-19 00:00:00+01:00,241.2628229416372,241.9074295109577,240.06572857247193,240.1577911376953,294225,0.0,0.0
2019-11-20 00:00:00+01:00,239.2369311480768,239.78944702806052,237.30316772132127,238.13192749023438,432163,0.0,0.0
2019-11-21 00:00:00+01:00,237.94774331701393,237.94774331701393,234.72476684146812,235.27728271484375,463855,0.0,0.0
2019-11-22 00:00:00+01:00,235.64563642988273,236.47439625629312,234.72478593339852,235.18521118164062,304641,0.0,0.0
2019-11-25 00:00:00+01:00,235.73772709995654,236.01397100805102,233.89602610698813,235.18521118164062,276379,0.0,0.0
2019-11-26 00:00:00+01:00,235.09312756603046,238.22402759153624,234.08018642961858,236.934814453125,663745,0.0,0.0
2019-11-27 00:00:00+01:00,237.76360721271962,238.68445770060447,235.8298155677361,237.48733520507812,292569,0.0,0.0
2019-11-28 00:00:00+01:00,237.3031912021781,237.3031912021781,235.09314151462405,236.65858459472656,185525,0.0,0.0
2019-11-29 00:00:00+01:00,236.1060717066546,239.60532060320023,235.4614791419495,238.2240447998047,381829,0.0,0.0
2019-12-02 00:00:00+01:00,237.48731539267388,239.14486299386155,231.5017877207656,231.77804565429688,657810,0.0,0.0
2019-12-03 00:00:00+01:00,229.38384320708994,233.06724485440694,228.64716006741412,231.13345336914062,514460,0.0,0.0
2019-12-04 00:00:00+01:00,231.13348425728282,234.54062842616145,230.67305898983804,233.06727600097656,370094,0.0,0.0
2019-12-05 00:00:00+01:00,233.80392032269359,234.08017826399288,231.317626953125,231.317626953125,352047,0.0,0.0
2019-12-06 00:00:00+01:00,232.69890832930923,236.38232421875,231.68598125439306,236.38232421875,443765,0.0,0.0
2019-12-09 00:00:00+01:00,235.36939935847536,235.82982462009124,233.98812357362763,234.0802001953125,283757,0.0,0.0
2019-12-10 00:00:00+01:00,233.89600708246698,235.8297985882194,230.39677267023336,235.27728271484375,422184,0.0,0.0
2019-12-11 00:00:00+01:00,235.09313239032366,235.55355763431135,232.14641363901515,234.2643585205078,351748,0.0,0.0
2019-12-12 00:00:00+01:00,234.90897328798468,237.02691824327388,234.2643666830909,236.01397705078125,534607,0.0,0.0
2019-12-13 00:00:00+01:00,237.57943417573603,238.2240407806298,234.4485480279542,236.01397705078125,484391,0.0,0.0
